id,x,y
vs_1202,127.872927000000004,36.973514889999997
vs_1219,127.872425399999997,36.973591939999999
vs_1220,127.872325900000007,36.973550150000001
vs_1221,127.872226400000002,36.973508359999997
vs_1222,127.872126800000004,36.973466590000001
vs_1265,127.871125100000000,36.965321400000001
vs_1268,127.870959700000000,36.964581500000001
vs_1271,127.870823299999998,36.963904399999997
vs_1274,127.870762600000006,36.963613199999998
vs_1278,127.870974799999999,36.963453999999999
vs_1279,127.870994800000005,36.963542689999997
vs_1280,127.871014900000006,36.963631370000002
vs_1281,127.871035000000006,36.963720060000000
vs_1282,127.871054999999998,36.963808739999997
vs_1283,127.871074899999996,36.963897459999998
vs_1284,127.871094799999995,36.963986159999997
vs_1285,127.871114599999999,36.964074869999997
vs_1291,127.870835700000001,36.963956000000003
vs_1292,127.870815600000000,36.963867329999999
vs_1293,127.870796999999996,36.963778429999998
vs_1294,127.870778500000000,36.963689530000003
vs_1295,127.870759800000002,36.963600659999997
vs_1296,127.870740299999994,36.963511889999999
vs_1303,127.871114700000007,36.964075100000002
vs_1304,127.871135699999996,36.964163640000002
vs_1305,127.871140499999996,36.964184699999997
vs_1306,127.871165500000004,36.964272579999999
vs_1307,127.871190400000003,36.964360460000002
vs_1308,127.871215399999997,36.964448339999997
vs_1309,127.871240299999997,36.964536219999999
vs_1310,127.871261099999998,36.964624800000003
vs_1311,127.871266500000004,36.964648300000000
vs_1312,127.871291299999996,36.964776200000003
vs_1313,127.871291299999996,36.964776200000003
vs_1314,127.871310600000001,36.964865000000003
vs_1315,127.871329900000006,36.964953790000003
vs_1316,127.871349100000003,36.965042590000003
vs_1317,127.871368399999994,36.965131380000003
vs_1318,127.871387700000000,36.965220180000003
vs_1319,127.871015099999994,36.964819400000003
vs_1321,127.870984199999995,36.964699799999998
vs_1322,127.870984199999995,36.964699799999998
vs_1323,127.871007000000006,36.964788059999997
vs_1324,127.871027600000005,36.964876650000001
vs_1325,127.871047099999998,36.964965419999999
vs_1326,127.871066600000006,36.965054189999996
vs_1327,127.871086000000005,36.965142960000001
vs_1328,127.871105499999999,36.965231729999999
vs_1329,127.871124899999998,36.965320499999997
vs_1330,127.870968000000005,36.964618000000002
vs_1331,127.870949199999998,36.964529140000003
vs_1332,127.870931400000003,36.964440140000001
vs_1333,127.870913599999994,36.964351149999999
vs_1334,127.870895800000000,36.964262150000003
vs_1335,127.870878000000005,36.964173160000001
vs_1336,127.870860300000004,36.964084159999999
vs_1337,127.870849300000003,36.964029400000001
vs_1338,127.871400699999995,36.965280100000001
vs_1339,127.871416999999994,36.965369279999997
vs_1341,127.871125100000000,36.965321400000001
vs_1342,127.871144400000006,36.965410190000000
vs_1371,127.871397299999998,36.966760379999997
vs_1373,127.871692400000001,36.966696689999999
vs_1547,127.873580399999994,36.968333299999998
vs_1548,127.873557899999994,36.968245000000003
vs_1549,127.873535300000000,36.968156700000002
vs_1558,127.868299600000000,36.969846400000002
vs_1603,127.873447799999994,36.969269730000001
vs_1604,127.873433899999995,36.969180289999997
vs_1606,127.873424999999997,36.969123400000001
vs_1650,127.872236299999997,36.966827199999997
vs_1651,127.872153999999995,36.966896800000001
vs_1652,127.872231299999996,36.966831419999998
vs_1653,127.872335100000001,36.966802649999998
vs_1654,127.872446600000004,36.966791430000001
vs_1655,127.872558699999999,36.966785670000000
vs_1656,127.872618500000002,36.966783100000001
vs_1658,127.873010699999995,36.966787600000004
vs_1660,127.873010699999995,36.966787600000004
vs_1663,127.873010699999995,36.966787600000004
vs_1668,127.873538300000007,36.966736189999999
vs_1670,127.873520099999993,36.966737799999997
vs_1672,127.874189400000006,36.966728000000003
vs_1688,127.873964900000004,36.966654599999998
vs_1689,127.874077099999994,36.966650280000003
vs_1690,127.874171000000004,36.966690219999997
vs_1691,127.874191900000000,36.966777059999998
vs_1692,127.874196499999996,36.966867120000003
vs_1693,127.874200999999999,36.966957180000001
vs_1694,127.874205599999996,36.967047239999999
vs_1695,127.874204300000002,36.967137370000003
vs_1696,127.874174900000000,36.967223320000002
vs_1697,127.874108600000000,36.967294760000001
vs_1698,127.874020599999994,36.967350490000001
vs_1724,127.873672400000004,36.968136510000001
vs_1725,127.873692800000001,36.968225140000001
vs_1726,127.873710500000001,36.968314120000002
vs_1731,127.873710700000004,36.968315230000002
vs_1735,127.871603600000000,36.967748100000001
vs_1738,127.871603600000000,36.967748100000001
vs_1760,127.873327000000003,36.969176400000002
vs_1831,127.871275499999996,36.964694999999999
vs_1865,127.871275499999996,36.964694999999999
vs_1866,127.870975299999998,36.964657799999998
vs_1867,127.870838300000003,36.963981400000002
vs_1907,127.872724500000004,36.970543800000002
vs_1908,127.868346200000005,36.969151410000002
