metric_name,value,timestamp,request,request_id,rejection_reason,rejection_time,vehicle_id,assignment_time,request_origin,request_destination,origin_stop,destination_stop,estimated_pickup_time,estimated_dropoff_time,waiting_time_mins,in_vehicle_time_mins,passenger_id,origin,stop_id,destination
request.received,1.0,2024-10-24 07:00:34,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '7654f0a3-cfd0-442e-a5f8-50e6a7b71f47', 'lat': 37.203846841343136, 'lon': 126.82097855680809}, 'estimated_price': None, 'id': 'R1', 'origin': {'id': '6de0568e-8b33-4f5d-b1b6-62d76ec1646a', 'lat': 37.20620702903305, 'lon': 126.8410244074143}, 'passenger_id': 'P1', 'request_time': '2024-10-24T07:00:34', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 07:00:36,,R1,no_viable_destination_stops,2024-10-24T07:00:36,,,,,,,,,,,,,,
request.received,1.0,2024-10-24 07:01:56,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'c34e35e9-4c1d-4a91-b606-9aed90d5fbd7', 'lat': 37.204166667431096, 'lon': 126.82332995061448}, 'estimated_price': None, 'id': 'R2', 'origin': {'id': '3e25a36f-3aba-4f03-a83d-64c27f39be80', 'lat': 37.211429475524056, 'lon': 126.82237537318804}, 'passenger_id': 'P2', 'request_time': '2024-10-24T07:01:56', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:01:59,,R2,,,vehicle_0,2024-10-24T07:01:59,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': 'c8d2dcdf-014c-42f5-b360-2c9c3b3a841a', 'lat': 37.20422306, 'lon': 126.8231918}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': 'c8d2dcdf-014c-42f5-b360-2c9c3b3a841a', 'lat': 37.20422306, 'lon': 126.8231918}",2024-10-24T07:03:58.921472,2024-10-24T07:06:23.478263,1.4367864333333331,4.507971039254613,,,,
request.received,1.0,2024-10-24 07:02:30,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '85f0d43f-eb8b-439c-970f-a587d4104ed7', 'lat': 37.21166767989951, 'lon': 126.82280967471256}, 'estimated_price': None, 'id': 'R3', 'origin': {'id': '62d32693-0331-419f-8db7-8c8566d89584', 'lat': 37.21118765733351, 'lon': 126.8192677377654}, 'passenger_id': 'P3', 'request_time': '2024-10-24T07:02:30', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:02:33,,R3,,,vehicle_1,2024-10-24T07:02:33,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",2024-10-24T07:03:53.974515,2024-10-24T07:04:36.556856,0.7876704833333333,2.159280943732379,,,,
passenger.walk_time_to_origin_stop,35.714285714285715,2024-10-24 07:02:36,,R2,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,,P2,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:42.759777', 'current_load': 0.0, 'id': 'aa733a41-8914-4d70-970f-c65b38db0bca', 'location': {'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}, 'metadata': {'area_id': 'area_3721_12682', 'creation_time': '2024-10-24T07:01:57', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:42.759778'}",,
passenger.walk_time_to_origin_stop,35.714285714285715,2024-10-24 07:03:10,,R3,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,,P3,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.174262', 'current_load': 0.0, 'id': '0765351c-1628-44dd-af4e-8bb0447ab058', 'location': {'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}, 'metadata': {'area_id': 'area_3721_12681', 'creation_time': '2024-10-24T07:02:31', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.174263'}",,
vehicle.empty_distance,682.8477125258917,2024-10-24 07:03:55,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:03:55,,,,,vehicle_1,,,,,,,,,,,,,
passenger.wait_time,46.0,2024-10-24 07:03:56,,R3,,,vehicle_1,,,,,,,,,,P3,,0765351c-1628-44dd-af4e-8bb0447ab058,
vehicle.empty_distance,1007.2758588991544,2024-10-24 07:04:00,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:04:00,,,,,vehicle_0,,,,,,,,,,,,,
passenger.wait_time,85.0,2024-10-24 07:04:01,,R2,,,vehicle_0,,,,,,,,,,P2,,aa733a41-8914-4d70-970f-c65b38db0bca,
vehicle.occupied_distance,313.06090315155154,2024-10-24 07:04:34,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:04:34,,,,,vehicle_1,,,,,,,,,,,,,
passenger.ride_time,39.0,2024-10-24 07:04:35,,,,,vehicle_1,,,,,,,,,,P3,,,
passenger.walk_time_from_destination_stop,35.714285714285715,2024-10-24 07:05:11,,,,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,P3,,,"{'id': '85f0d43f-eb8b-439c-970f-a587d4104ed7', 'lat': 37.21166767989951, 'lon': 126.82280967471256}"
request.received,1.0,2024-10-24 07:06:16,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'e1941bf1-a4b6-4a78-b40b-c98b59c1aa15', 'lat': 37.21168425745771, 'lon': 126.82114427755783}, 'estimated_price': None, 'id': 'R4', 'origin': {'id': '67938b7b-1478-4812-8e18-cde74d41064d', 'lat': 37.210910939546366, 'lon': 126.82325713345064}, 'passenger_id': 'P4', 'request_time': '2024-10-24T07:06:16', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:06:19,,R4,,,vehicle_6,2024-10-24T07:06:19,"{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",2024-10-24T07:10:28.539535,2024-10-24T07:10:40.480074,0.28661129999999996,4.458001229902342,,,,
vehicle.occupied_distance,1162.5080665203013,2024-10-24 07:06:21,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:06:21,,,,,vehicle_0,,,,,,,,,,,,,
passenger.ride_time,141.0,2024-10-24 07:06:22,,,,,vehicle_0,,,,,,,,,,P2,,,
passenger.walk_time_from_destination_stop,35.714285714285715,2024-10-24 07:06:58,,,,,,,,,,"{'id': 'c8d2dcdf-014c-42f5-b360-2c9c3b3a841a', 'lat': 37.20422306, 'lon': 126.8231918}",,,,,P2,,,"{'id': 'c34e35e9-4c1d-4a91-b606-9aed90d5fbd7', 'lat': 37.204166667431096, 'lon': 126.82332995061448}"
request.received,1.0,2024-10-24 07:09:17,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '5ebc546b-7c00-4afa-a4ff-4604a2091fd2', 'lat': 37.20140096350214, 'lon': 126.82278481719116}, 'estimated_price': None, 'id': 'R5', 'origin': {'id': '145f1423-541e-46fc-9103-99a6a8cd8106', 'lat': 37.213039908482905, 'lon': 126.83203697127428}, 'passenger_id': 'P5', 'request_time': '2024-10-24T07:09:17', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.received,1.0,2024-10-24 07:09:17,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '9660ccb9-11fc-4ab7-9ade-c54750fdba1f', 'lat': 37.19908090199244, 'lon': 126.826750721688}, 'estimated_price': None, 'id': 'R6', 'origin': {'id': '1bd3ad34-8587-4e09-bde5-fce04bcc826c', 'lat': 37.201021007684965, 'lon': 126.8289754698501}, 'passenger_id': 'P6', 'request_time': '2024-10-24T07:09:17', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 07:09:19,,R5,no_viable_destination_stops,2024-10-24T07:09:19,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:09:20,,R6,,,vehicle_0,2024-10-24T07:09:20,"{'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}","{'id': 'b4a59def-5b09-4a0a-b9f9-3300a4993e7c', 'lat': 37.19941048, 'lon': 126.8271989}","{'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}","{'id': 'b4a59def-5b09-4a0a-b9f9-3300a4993e7c', 'lat': 37.19941048, 'lon': 126.8271989}",2024-10-24T07:11:09.659801,2024-10-24T07:11:46.813517,0.43383001666666665,2.5468919467452604,,,,
passenger.walk_time_to_origin_stop,234.34285714285716,2024-10-24 07:10:15,,R4,,,,,,,"{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",,,,,,P4,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.977105', 'current_load': 0.0, 'id': 'a46a991c-d705-4052-9100-dc36a80eacb7', 'location': {'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}, 'metadata': {'area_id': 'area_3721_12682', 'creation_time': '2024-10-24T07:06:17', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.977106'}",,
vehicle.empty_distance,2086.9943251596383,2024-10-24 07:10:30,,,,,vehicle_6,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:10:30,,,,,vehicle_6,,,,,,,,,,,,,
passenger.wait_time,16.0,2024-10-24 07:10:31,,R4,,,vehicle_6,,,,,,,,,,P4,,a46a991c-d705-4052-9100-dc36a80eacb7,
request.received,1.0,2024-10-24 07:10:37,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '534743ba-9003-4f17-bafa-a59328e28cf3', 'lat': 37.209406508461065, 'lon': 126.83067733225998}, 'estimated_price': None, 'id': 'R7', 'origin': {'id': '40312983-56f4-4b84-a2bd-dc702d95af07', 'lat': 37.20968743403762, 'lon': 126.81971199034314}, 'passenger_id': 'P7', 'request_time': '2024-10-24T07:10:37', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
vehicle.occupied_distance,57.814689545552476,2024-10-24 07:10:38,,,,,vehicle_6,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:10:38,,,,,vehicle_6,,,,,,,,,,,,,
passenger.ride_time,8.0,2024-10-24 07:10:39,,,,,vehicle_6,,,,,,,,,,P4,,,
request.assigned,1.0,2024-10-24 07:10:40,,R7,,,vehicle_2,2024-10-24T07:10:40,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}",2024-10-24T07:13:01.923126,2024-10-24T07:15:55.703760,0.8357663833333333,5.361729334158765,,,,
passenger.walk_time_to_origin_stop,85.63000000000001,2024-10-24 07:10:47,,R6,,,,,,,"{'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}",,,,,,P6,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:44.581854', 'current_load': 0.0, 'id': '9d636a9c-c046-44f3-8daf-c4a836c069a4', 'location': {'id': '011662a2-688a-454c-839c-a1382022a967', 'lat': 37.20027284, 'lon': 126.8294611}, 'metadata': {'area_id': 'area_3720_12682', 'creation_time': '2024-10-24T07:09:18', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:44.581855'}",,
request.received,1.0,2024-10-24 07:10:59,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '9ebfd64f-53ea-4755-b2bb-57bf6d430b5b', 'lat': 37.20117569650636, 'lon': 126.83143417056029}, 'estimated_price': None, 'id': 'R8', 'origin': {'id': '357be289-e17e-4124-bef8-94f42a00781c', 'lat': 37.20953521956968, 'lon': 126.820337964728}, 'passenger_id': 'P8', 'request_time': '2024-10-24T07:10:59', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:11:02,,R8,,,vehicle_0,2024-10-24T07:11:02,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': 'e6098c37-348a-4b78-a106-9b51df25b5b6', 'lat': 37.20140728, 'lon': 126.8310934}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': 'e6098c37-348a-4b78-a106-9b51df25b5b6', 'lat': 37.20140728, 'lon': 126.8310934}",2024-10-24T07:15:19.750188,2024-10-24T07:19:10.494532,1.12306265,3.845739066666667,,,,
request.received,1.0,2024-10-24 07:11:20,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '88393ca3-bae0-496c-97e2-8e8d9b7fbb0a', 'lat': 37.209358475675295, 'lon': 126.8167631611933}, 'estimated_price': None, 'id': 'R9', 'origin': {'id': 'b4e530ae-6ad2-46ea-8099-bb6e4d7f605d', 'lat': 37.20152584052948, 'lon': 126.83031653495496}, 'passenger_id': 'P9', 'request_time': '2024-10-24T07:11:20', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 07:11:22,,R9,no_viable_origin_stops,2024-10-24T07:11:22,,,,,,,,,,,,,,
request.received,1.0,2024-10-24 07:11:42,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'b99fa5e1-dbb0-4637-8cb3-5b9dcae78b4e', 'lat': 37.21074954923926, 'lon': 126.82199019472468}, 'estimated_price': None, 'id': 'R10', 'origin': {'id': 'b4781457-3b8a-4e69-95ff-1b37f970d03f', 'lat': 37.20854481228843, 'lon': 126.82881903835047}, 'passenger_id': 'P10', 'request_time': '2024-10-24T07:11:42', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:11:45,,R10,,,vehicle_3,2024-10-24T07:11:45,"{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",2024-10-24T07:14:31.475788,2024-10-24T07:16:45.734697,0.11103353333333334,5.11224495978553,,,,
vehicle.empty_distance,365.888603048932,2024-10-24 07:11:46,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:11:46,,,,,vehicle_0,,,,,,,,,,,,,
passenger.wait_time,60.0,2024-10-24 07:11:47,,R6,,,vehicle_0,,,,,,,,,,P6,,9d636a9c-c046-44f3-8daf-c4a836c069a4,
passenger.walk_time_from_destination_stop,67.44857142857143,2024-10-24 07:11:47,,,,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,P4,,,"{'id': 'e1941bf1-a4b6-4a78-b40b-c98b59c1aa15', 'lat': 37.21168425745771, 'lon': 126.82114427755783}"
request.received,1.0,2024-10-24 07:12:06,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'e6659a2c-c409-421a-88bb-49cbb94174cd', 'lat': 37.21349084495847, 'lon': 126.8335123902846}, 'estimated_price': None, 'id': 'R11', 'origin': {'id': '800c1463-c010-49bb-b2e5-e53140782e78', 'lat': 37.21165773682428, 'lon': 126.82261356404362}, 'passenger_id': 'P11', 'request_time': '2024-10-24T07:12:06', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:12:09,,R11,,,vehicle_2,2024-10-24T07:12:09,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}",2024-10-24T07:13:49.012736,2024-10-24T07:20:58.176258,1.1049741666666668,7.152725366666667,,,,
passenger.walk_time_to_origin_stop,93.77714285714288,2024-10-24 07:12:15,,R7,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,,P7,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.174262', 'current_load': 0.0, 'id': '0765351c-1628-44dd-af4e-8bb0447ab058', 'location': {'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}, 'metadata': {'area_id': 'area_3721_12681', 'creation_time': '2024-10-24T07:02:31', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.174263'}",,
vehicle.occupied_distance,267.8404514877419,2024-10-24 07:12:20,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:12:20,,,,,vehicle_0,,,,,,,,,,,,,
passenger.ride_time,34.0,2024-10-24 07:12:21,,,,,vehicle_0,,,,,,,,,,P6,,,
request.received,1.0,2024-10-24 07:12:28,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'f01115bd-4b12-4a95-a4dd-0c45c23de70d', 'lat': 37.210957839115096, 'lon': 126.82268214819696}, 'estimated_price': None, 'id': 'R12', 'origin': {'id': 'caf9ce8d-8a3b-42ee-a3ed-d82633880140', 'lat': 37.20072857816097, 'lon': 126.83309534942342}, 'passenger_id': 'P12', 'request_time': '2024-10-24T07:12:28', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 07:12:30,,R12,no_viable_origin_stops,2024-10-24T07:12:30,,,,,,,,,,,,,,
request.received,1.0,2024-10-24 07:12:43,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'de2e70dc-11bf-4805-a7ef-ae19a31481c1', 'lat': 37.20618840487948, 'lon': 126.83534122216906}, 'estimated_price': None, 'id': 'R13', 'origin': {'id': '0b606963-1e7a-4344-a003-e2e73111a345', 'lat': 37.204338572232736, 'lon': 126.83427682016324}, 'passenger_id': 'P13', 'request_time': '2024-10-24T07:12:43', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 07:12:45,,R13,no_viable_destination_stops,2024-10-24T07:12:45,,,,,,,,,,,,,,
passenger.walk_time_to_origin_stop,35.714285714285715,2024-10-24 07:12:46,,R11,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,,P11,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:42.759777', 'current_load': 0.0, 'id': 'aa733a41-8914-4d70-970f-c65b38db0bca', 'location': {'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}, 'metadata': {'area_id': 'area_3721_12682', 'creation_time': '2024-10-24T07:01:57', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:42.759778'}",,
vehicle.empty_distance,445.07519144582517,2024-10-24 07:13:03,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:13:03,,,,,vehicle_2,,,,,,,,,,,,,
passenger.wait_time,49.0,2024-10-24 07:13:04,,R7,,,vehicle_2,,,,,,,,,,P7,,0765351c-1628-44dd-af4e-8bb0447ab058,
request.received,1.0,2024-10-24 07:13:39,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'f58b728b-ebbf-4049-83dc-63fbe1b39c2a', 'lat': 37.20451638126307, 'lon': 126.84088274194268}, 'estimated_price': None, 'id': 'R14', 'origin': {'id': '55d2429b-f98e-42e3-8ef6-bdd25d674bb6', 'lat': 37.2090627514925, 'lon': 126.81921112994604}, 'passenger_id': 'P14', 'request_time': '2024-10-24T07:13:39', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 07:13:42,,R14,,,vehicle_3,2024-10-24T07:13:42,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",2024-10-24T07:17:43.747900,2024-10-24T07:23:14.639832,0.2329531,5.514865533333333,,,,
vehicle.occupied_distance,313.06090315155154,2024-10-24 07:13:42,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:13:42,,,,,vehicle_2,,,,,,,,,,,,,
passenger.wait_time,57.0,2024-10-24 07:13:43,,R11,,,vehicle_2,,,,,,,,,,P11,,aa733a41-8914-4d70-970f-c65b38db0bca,
passenger.walk_time_to_origin_stop,192.36642857142857,2024-10-24 07:14:16,,R8,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,,P8,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.174262', 'current_load': 0.0, 'id': '0765351c-1628-44dd-af4e-8bb0447ab058', 'location': {'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}, 'metadata': {'area_id': 'area_3721_12681', 'creation_time': '2024-10-24T07:02:31', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.174263'}",,
passenger.walk_time_to_origin_stop,161.8137755102041,2024-10-24 07:14:28,,R10,,,,,,,"{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}",,,,,,P10,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:45.553271', 'current_load': 0.0, 'id': '2553530b-e990-4cc5-871d-897d624a578c', 'location': {'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:10:38', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:45.553272'}",,
vehicle.empty_distance,465.8102725809936,2024-10-24 07:14:38,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:14:38,,,,,vehicle_3,,,,,,,,,,,,,
passenger.wait_time,11.0,2024-10-24 07:14:39,,R10,,,vehicle_3,,,,,,,,,,P10,,2553530b-e990-4cc5-871d-897d624a578c,
passenger.walk_time_from_destination_stop,137.83357142857142,2024-10-24 07:14:39,,,,,,,,,,"{'id': 'b4a59def-5b09-4a0a-b9f9-3300a4993e7c', 'lat': 37.19941048, 'lon': 126.8271989}",,,,,P6,,,"{'id': '9660ccb9-11fc-4ab7-9ade-c54750fdba1f', 'lat': 37.19908090199244, 'lon': 126.826750721688}"
vehicle.empty_distance,1355.0600113788726,2024-10-24 07:15:04,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:15:04,,,,,vehicle_0,,,,,,,,,,,,,
passenger.wait_time,49.0,2024-10-24 07:15:05,,R8,,,vehicle_0,,,,,,,,,,P8,,0765351c-1628-44dd-af4e-8bb0447ab058,
vehicle.occupied_distance,1092.8817773290336,2024-10-24 07:15:55,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:15:55,,,,,vehicle_2,,,,,,,,,,,,,
passenger.ride_time,172.0,2024-10-24 07:15:56,,,,,vehicle_2,,,,,,,,,,P7,,,
vehicle.occupied_distance,1076.726714150594,2024-10-24 07:16:49,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 07:16:49,,,,,vehicle_3,,,,,,,,,,,,,
passenger.ride_time,131.0,2024-10-24 07:16:50,,,,,vehicle_3,,,,,,,,,,P10,,,
passenger.walk_time_from_destination_stop,77.20571428571428,2024-10-24 07:17:14,,,,,,,,,,"{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}",,,,,P7,,,"{'id': '534743ba-9003-4f17-bafa-a59328e28cf3', 'lat': 37.209406508461065, 'lon': 126.83067733225998}"
passenger.walk_time_from_destination_stop,24.088775510204083,2024-10-24 07:17:15,,,,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,P10,,,"{'id': 'b99fa5e1-dbb0-4637-8cb3-5b9dcae78b4e', 'lat': 37.21074954923926, 'lon': 126.82199019472468}"
