metric_name,value,timestamp,request,request_id,rejection_reason,rejection_time,vehicle_id,assignment_time,request_origin,request_destination,origin_stop,destination_stop,estimated_pickup_time,estimated_dropoff_time,waiting_time_mins,in_vehicle_time_mins,passenger_id,origin,stop_id,destination
request.assigned,1.0,2024-10-24 14:20:48,,R320,,,vehicle_1,2024-10-24T14:20:48,"{'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",2024-10-24T14:21:24.917815,2024-10-24T14:27:31.096835,0.2234601833333333,6.102983666666666,,,,
passenger.walk_time_to_origin_stop,25.510204081632654,2024-10-24 14:21:15,,R320,,,,,,,"{'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}",,,,,,P320,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:33:19.697238', 'current_load': 0.0, 'id': '9bd50504-6e16-402a-9588-4f5324831f34', 'location': {'id': '6dbb35a0-8487-41c8-b302-d9d5d04335d0', 'lat': 37.20896206, 'lon': 126.8186337}, 'metadata': {'area_id': 'area_3720_12681', 'creation_time': '2024-10-24T08:57:46', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:33:19.697243'}",,
request.received,1.0,2024-10-24 14:21:27,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'ec7c8bd2-1964-43d0-9ad4-64de461d65d3', 'lat': 37.20916540281002, 'lon': 126.83431968648398}, 'estimated_price': None, 'id': 'R322', 'origin': {'id': '43151cd4-63fa-4ce3-aafd-7e0eb0d0ca58', 'lat': 37.20415618262285, 'lon': 126.840785417816}, 'passenger_id': 'P322', 'request_time': '2024-10-24T14:21:27', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 14:21:30,,R322,,,vehicle_8,2024-10-24T14:21:30,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}",2024-10-24T14:22:21.435582,2024-10-24T14:23:48.299968,0.7320556166666666,2.404999475426672,,,,
passenger.walk_time_to_origin_stop,9.512244897959183,2024-10-24 14:21:41,,R322,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,,P322,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:48.809419', 'current_load': 0.0, 'id': '17f1a065-8d53-422c-a56d-86dc0895aa0e', 'location': {'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}, 'metadata': {'area_id': 'area_3720_12684', 'creation_time': '2024-10-24T07:13:40', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:48.809420'}",,
passenger.walk_time_to_origin_stop,137.4045918367347,2024-10-24 14:21:53,,R317,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,,P317,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.174262', 'current_load': 0.0, 'id': '0765351c-1628-44dd-af4e-8bb0447ab058', 'location': {'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}, 'metadata': {'area_id': 'area_3721_12681', 'creation_time': '2024-10-24T07:02:31', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.174263'}",,
vehicle.occupied_distance,540.7654022471796,2024-10-24 14:21:53,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:21:53,,,,,vehicle_1,,,,,,,,,,,,,
passenger.wait_time,39.0,2024-10-24 14:21:54,,R320,,,vehicle_1,,,,,,,,,,P320,,9bd50504-6e16-402a-9588-4f5324831f34,
vehicle.occupied_distance,1343.665195148513,2024-10-24 14:22:16,,,,,vehicle_9,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:22:16,,,,,vehicle_9,,,,,,,,,,,,,
passenger.ride_time,462.0,2024-10-24 14:22:17,,,,,vehicle_9,,,,,,,,,,P312,,,
vehicle.empty_distance,436.78840071977595,2024-10-24 14:22:23,,,,,vehicle_8,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:22:23,,,,,vehicle_8,,,,,,,,,,,,,
passenger.wait_time,43.0,2024-10-24 14:22:24,,R322,,,vehicle_8,,,,,,,,,,P322,,17f1a065-8d53-422c-a56d-86dc0895aa0e,
vehicle.occupied_distance,1092.8817773290336,2024-10-24 14:22:43,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:22:43,,,,,vehicle_3,,,,,,,,,,,,,
passenger.walk_time_from_destination_stop,25.510204081632654,2024-10-24 14:22:43,,,,,,,,,,"{'id': '00e4bd5b-83d3-4047-be9d-3c9a846bb754', 'lat': 37.20244545, 'lon': 126.824011}",,,,,P312,,,"{'id': 'b4a78fdd-d7fe-4b67-bae0-19ee591101cb', 'lat': 37.201748707359066, 'lon': 126.8235057058877}"
passenger.ride_time,133.0,2024-10-24 14:22:44,,,,,vehicle_3,,,,,,,,,,P316,,,
vehicle.occupied_distance,593.0843007388108,2024-10-24 14:23:06,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:23:06,,,,,vehicle_1,,,,,,,,,,,,,
passenger.ride_time,167.0,2024-10-24 14:23:07,,,,,vehicle_1,,,,,,,,,,P318,,,
vehicle.occupied_distance,681.9303370984749,2024-10-24 14:23:46,,,,,vehicle_8,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:23:46,,,,,vehicle_8,,,,,,,,,,,,,
passenger.ride_time,83.0,2024-10-24 14:23:47,,,,,vehicle_8,,,,,,,,,,P322,,,
passenger.walk_time_from_destination_stop,62.121938775510216,2024-10-24 14:24:10,,,,,,,,,,"{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}",,,,,P318,,,"{'id': '996a8c0b-737b-41e0-84f9-88e8c8348e94', 'lat': 37.21106662114143, 'lon': 126.82362109618252}"
vehicle.empty_distance,946.8893125627661,2024-10-24 14:24:11,,,,,vehicle_9,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:24:11,,,,,vehicle_9,,,,,,,,,,,,,
passenger.wait_time,139.0,2024-10-24 14:24:12,,R317,,,vehicle_9,,,,,,,,,,P317,,0765351c-1628-44dd-af4e-8bb0447ab058,
vehicle.occupied_distance,2064.1186057549326,2024-10-24 14:24:50,,,,,vehicle_2,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:24:50,,,,,vehicle_2,,,,,,,,,,,,,
passenger.ride_time,249.0,2024-10-24 14:24:51,,,,,vehicle_2,,,,,,,,,,P319,,,
passenger.walk_time_from_destination_stop,79.44132653061226,2024-10-24 14:25:07,,,,,,,,,,"{'id': '34512807-d857-4b43-9325-89359606f794', 'lat': 37.20909458, 'lon': 126.8360279}",,,,,P322,,,"{'id': 'ec7c8bd2-1964-43d0-9ad4-64de461d65d3', 'lat': 37.20916540281002, 'lon': 126.83431968648398}"
passenger.walk_time_from_destination_stop,34.18928571428572,2024-10-24 14:25:26,,,,,,,,,,"{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}",,,,,P319,,,"{'id': '1cde6509-e3e2-4cf7-8048-10154f72f347', 'lat': 37.21239084498039, 'lon': 126.83290382483042}"
request.received,1.0,2024-10-24 14:26:39,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '9b85d31f-04b6-4377-91ba-37c34ef441f5', 'lat': 37.21099552824621, 'lon': 126.82198517682072}, 'estimated_price': None, 'id': 'R323', 'origin': {'id': 'b4396fc0-064e-4805-b2f2-290e14401a11', 'lat': 37.20492042968066, 'lon': 126.84103001408324}, 'passenger_id': 'P323', 'request_time': '2024-10-24T14:26:39', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 14:26:42,,R323,,,vehicle_4,2024-10-24T14:26:42,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",2024-10-24T14:26:47.002401,2024-10-24T14:32:09.075512,0.0164941,5.55125853654404,,,,
request.received,1.0,2024-10-24 14:26:44,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'bd8e4241-9f54-4526-b22e-5f851b5b74c3', 'lat': 37.20470526984564, 'lon': 126.83496937789084}, 'estimated_price': None, 'id': 'R324', 'origin': {'id': '2def8096-c2c8-4a57-8086-71eddc175427', 'lat': 37.20848054223233, 'lon': 126.8349528103514}, 'passenger_id': 'P324', 'request_time': '2024-10-24T14:26:44', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.rejected,1.0,2024-10-24 14:26:46,,R324,no_viable_origin_stops,2024-10-24T14:26:46,,,,,,,,,,,,,,
vehicle.empty_distance,50.0,2024-10-24 14:26:49,,,,,vehicle_4,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:26:49,,,,,vehicle_4,,,,,,,,,,,,,
passenger.walk_time_to_origin_stop,6.012755102040817,2024-10-24 14:26:50,,R323,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,,P323,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:48.809419', 'current_load': 0.0, 'id': '17f1a065-8d53-422c-a56d-86dc0895aa0e', 'location': {'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}, 'metadata': {'area_id': 'area_3720_12684', 'creation_time': '2024-10-24T07:13:40', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:48.809420'}",,
passenger.wait_time,2.0,2024-10-24 14:26:52,,R323,,,vehicle_4,,,,,,,,,,P323,,17f1a065-8d53-422c-a56d-86dc0895aa0e,
vehicle.occupied_distance,1405.9426804805846,2024-10-24 14:27:01,,,,,vehicle_9,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:27:01,,,,,vehicle_9,,,,,,,,,,,,,
passenger.ride_time,170.0,2024-10-24 14:27:02,,,,,vehicle_9,,,,,,,,,,P317,,,
vehicle.occupied_distance,2290.5869298624807,2024-10-24 14:27:42,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:27:42,,,,,vehicle_1,,,,,,,,,,,,,
passenger.ride_time,349.0,2024-10-24 14:27:43,,,,,vehicle_1,,,,,,,,,,P320,,,
passenger.walk_time_from_destination_stop,6.012755102040817,2024-10-24 14:27:50,,,,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,P320,,,"{'id': '4214be0b-a622-41d7-aa73-5814e614ca90', 'lat': 37.20508534756031, 'lon': 126.8401008483478}"
request.received,1.0,2024-10-24 14:28:34,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '1ee00f99-ad36-45d8-b569-22606accc7e9', 'lat': 37.21203265174497, 'lon': 126.82164904454584}, 'estimated_price': None, 'id': 'R325', 'origin': {'id': '49176024-8542-4a46-8de7-93d0dc619eed', 'lat': 37.204520390405655, 'lon': 126.83451812272637}, 'passenger_id': 'P325', 'request_time': '2024-10-24T14:28:34', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
passenger.walk_time_from_destination_stop,351.18642857142856,2024-10-24 14:28:36,,,,,,,,,,"{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}",,,,,P316,,,"{'id': 'e2db0927-cd47-4962-b2f2-4f910ad88782', 'lat': 37.20833976201319, 'lon': 126.82845597763288}"
request.assigned,1.0,2024-10-24 14:28:37,,R325,,,vehicle_3,2024-10-24T14:28:37,"{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",2024-10-24T14:29:42.282437,2024-10-24T14:33:43.145285,0.9920882333333334,5.2024214250561,,,,
passenger.walk_time_to_origin_stop,7.757142857142859,2024-10-24 14:28:46,,R325,,,,,,,"{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",,,,,,P325,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:53.161383', 'current_load': 0.0, 'id': '243c4526-5cc4-4c1d-be41-c352c44d81db', 'location': {'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T07:26:59', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:53.161384'}",,
request.received,1.0,2024-10-24 14:29:35,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '5fd3b00d-4373-4250-9323-774ab89b9a9f', 'lat': 37.203456210691726, 'lon': 126.82305101459484}, 'estimated_price': None, 'id': 'R326', 'origin': {'id': '47b8a603-d203-4f66-87c7-d22e417e335d', 'lat': 37.20507112352648, 'lon': 126.84111387694612}, 'passenger_id': 'P326', 'request_time': '2024-10-24T14:29:35', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 14:29:38,,R326,,,vehicle_1,2024-10-24T14:29:38,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '2e32954c-876a-482f-b35a-7a8649ffbbf0', 'lat': 37.20394621, 'lon': 126.8224725}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '2e32954c-876a-482f-b35a-7a8649ffbbf0', 'lat': 37.20394621, 'lon': 126.8224725}",2024-10-24T14:29:43.002401,2024-10-24T14:36:57.905091,0.0164941,7.431751520581186,,,,
vehicle.empty_distance,552.1327004691783,2024-10-24 14:29:44,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:29:44,,,,,vehicle_3,,,,,,,,,,,,,
passenger.walk_time_from_destination_stop,161.8137755102041,2024-10-24 14:29:44,,,,,,,,,,"{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}",,,,,P317,,,"{'id': '4ac85c03-2a32-41a3-9fe3-ecbfe5d9ba7b', 'lat': 37.20892151939894, 'lon': 126.82880186503364}"
passenger.wait_time,59.0,2024-10-24 14:29:45,,R325,,,vehicle_3,,,,,,,,,,P325,,243c4526-5cc4-4c1d-be41-c352c44d81db,
vehicle.empty_distance,50.0,2024-10-24 14:29:45,,,,,vehicle_1,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:29:45,,,,,vehicle_1,,,,,,,,,,,,,
passenger.walk_time_to_origin_stop,6.012755102040817,2024-10-24 14:29:46,,R326,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,,P326,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:48.809419', 'current_load': 0.0, 'id': '17f1a065-8d53-422c-a56d-86dc0895aa0e', 'location': {'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}, 'metadata': {'area_id': 'area_3720_12684', 'creation_time': '2024-10-24T07:13:40', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:48.809420'}",,
passenger.wait_time,2.0,2024-10-24 14:29:48,,R326,,,vehicle_1,,,,,,,,,,P326,,17f1a065-8d53-422c-a56d-86dc0895aa0e,
request.received,1.0,2024-10-24 14:30:39,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '6d50ef7f-9493-4058-9fa6-ea5c0d4e52a7', 'lat': 37.19941739427283, 'lon': 126.82757429947496}, 'estimated_price': None, 'id': 'R327', 'origin': {'id': '9b21b221-6403-4eb8-8da5-fbc8f911ca44', 'lat': 37.200963088866736, 'lon': 126.83010109942538}, 'passenger_id': 'P327', 'request_time': '2024-10-24T14:30:39', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 14:30:42,,R327,,,vehicle_7,2024-10-24T14:30:42,"{'id': 'cbc1cac6-1a9a-47a6-b356-f41e56f7ca16', 'lat': 37.20069647, 'lon': 126.8300749}","{'id': 'b4a59def-5b09-4a0a-b9f9-3300a4993e7c', 'lat': 37.19941048, 'lon': 126.8271989}","{'id': 'cbc1cac6-1a9a-47a6-b356-f41e56f7ca16', 'lat': 37.20069647, 'lon': 126.8300749}","{'id': 'b4a59def-5b09-4a0a-b9f9-3300a4993e7c', 'lat': 37.19941048, 'lon': 126.8271989}",2024-10-24T14:31:53.871543,2024-10-24T14:32:39.582987,0.8060223166666667,2.0597164535729733,,,,
passenger.walk_time_to_origin_stop,25.510204081632654,2024-10-24 14:31:09,,R327,,,,,,,"{'id': 'cbc1cac6-1a9a-47a6-b356-f41e56f7ca16', 'lat': 37.20069647, 'lon': 126.8300749}",,,,,,P327,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:33:53.974900', 'current_load': 0.0, 'id': '38938432-3c19-4b7b-888c-ac89c91a697f', 'location': {'id': 'cbc1cac6-1a9a-47a6-b356-f41e56f7ca16', 'lat': 37.20069647, 'lon': 126.8300749}, 'metadata': {'area_id': 'area_3720_12683', 'creation_time': '2024-10-24T11:06:11', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:33:53.974902'}",,
request.received,1.0,2024-10-24 14:31:09,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '8a09674d-763d-4bf5-a33d-c6a4115f2ee5', 'lat': 37.2087212498512, 'lon': 126.82884274197116}, 'estimated_price': None, 'id': 'R328', 'origin': {'id': 'fdb90bc9-3ac6-4d7c-adb9-429cde8990fb', 'lat': 37.20433434388265, 'lon': 126.84211124580096}, 'passenger_id': 'P328', 'request_time': '2024-10-24T14:31:09', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 14:31:12,,R328,,,vehicle_0,2024-10-24T14:31:12,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}","{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}","{'id': '11799ca9-69c2-44f3-a901-d609743cb1f1', 'lat': 37.20892959, 'lon': 126.8308099}",2024-10-24T14:32:32.854404,2024-10-24T14:39:05.005312,0.25637448333333335,7.983421870278614,,,,
vehicle.empty_distance,607.0199520600428,2024-10-24 14:31:55,,,,,vehicle_7,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:31:55,,,,,vehicle_7,,,,,,,,,,,,,
passenger.wait_time,47.0,2024-10-24 14:31:56,,R327,,,vehicle_7,,,,,,,,,,P327,,38938432-3c19-4b7b-888c-ac89c91a697f,
request.received,1.0,2024-10-24 14:31:59,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': '0f5ff4fc-8f0b-4874-acfc-90e6c62857e4', 'lat': 37.205535145106225, 'lon': 126.8336033996115}, 'estimated_price': None, 'id': 'R329', 'origin': {'id': 'ba03f1e9-ea29-4b3d-80e5-f92534923ff5', 'lat': 37.21057260179842, 'lon': 126.81893315519604}, 'passenger_id': 'P329', 'request_time': '2024-10-24T14:31:59', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 14:32:02,,R329,,,vehicle_4,2024-10-24T14:32:02,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}","{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}","{'id': '2d3fca8e-427b-4f05-a4c8-cffc5aee58c2', 'lat': 37.20434855, 'lon': 126.833796}",2024-10-24T14:32:56.642501,2024-10-24T14:37:01.705572,0.57246005,4.084384516666667,,,,
passenger.walk_time_to_origin_stop,67.47193481382392,2024-10-24 14:32:21,,R328,,,,,,,"{'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}",,,,,,P328,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:48.809419', 'current_load': 0.0, 'id': '17f1a065-8d53-422c-a56d-86dc0895aa0e', 'location': {'id': 'f4eef797-7cc8-40d9-be19-879390c36e58', 'lat': 37.20379645, 'lon': 126.8407795}, 'metadata': {'area_id': 'area_3720_12684', 'creation_time': '2024-10-24T07:13:40', 'selection_method': 'coverage_based', 'type': 'destination', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:48.809420'}",,
passenger.walk_time_to_origin_stop,22.29489795918368,2024-10-24 14:32:26,,R329,,,,,,,"{'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}",,,,,,P329,"{'capacity': 10.0, 'capacity_exceeded': False, 'congestion_level': 'low', 'created_at': '2025-03-05T17:32:43.174262', 'current_load': 0.0, 'id': '0765351c-1628-44dd-af4e-8bb0447ab058', 'location': {'id': '5df48ffa-1acf-4cd3-944a-01f37ce404dd', 'lat': 37.21037107, 'lon': 126.8194725}, 'metadata': {'area_id': 'area_3721_12681', 'creation_time': '2024-10-24T07:02:31', 'selection_method': 'coverage_based', 'type': 'origin', 'virtual': True}, 'status': 'active', 'type': 'virtual', 'updated_at': '2025-03-05T17:32:43.174263'}",,
vehicle.empty_distance,681.847188163617,2024-10-24 14:32:34,,,,,vehicle_0,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:32:34,,,,,vehicle_0,,,,,,,,,,,,,
passenger.wait_time,14.0,2024-10-24 14:32:35,,R328,,,vehicle_0,,,,,,,,,,P328,,17f1a065-8d53-422c-a56d-86dc0895aa0e,
vehicle.occupied_distance,339.1263314357293,2024-10-24 14:32:37,,,,,vehicle_7,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:32:37,,,,,vehicle_7,,,,,,,,,,,,,
passenger.ride_time,42.0,2024-10-24 14:32:38,,,,,vehicle_7,,,,,,,,,,P327,,,
passenger.walk_time_from_destination_stop,25.510204081632654,2024-10-24 14:33:04,,,,,,,,,,"{'id': 'b4a59def-5b09-4a0a-b9f9-3300a4993e7c', 'lat': 37.19941048, 'lon': 126.8271989}",,,,,P327,,,"{'id': '6d50ef7f-9493-4058-9fa6-ea5c0d4e52a7', 'lat': 37.19941739427283, 'lon': 126.82757429947496}"
request.received,1.0,2024-10-24 14:33:20,"{'_version': '1.0', 'assignment_id': None, 'constraints': None, 'destination': {'id': 'b69944f3-ed2a-47e3-8fd2-c13fd2a299b1', 'lat': 37.212192782896615, 'lon': 126.83315545099198}, 'estimated_price': None, 'id': 'R330', 'origin': {'id': '86e309ec-8d46-487f-b746-b1e46cfb491e', 'lat': 37.21020339731511, 'lon': 126.82248834397292}, 'passenger_id': 'P330', 'request_time': '2024-10-24T14:33:20', 'status': 'pending', 'type': 'immediate'}",,,,,,,,,,,,,,,,,
request.assigned,1.0,2024-10-24 14:33:23,,R330,,,vehicle_1,2024-10-24T14:33:23,"{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}","{'id': '191889bb-b4c6-4faa-8963-40ffa58baddd', 'lat': 37.21165242, 'lon': 126.82288}","{'id': '2bc44e47-92df-414c-ab3a-7c9791cd01b1', 'lat': 37.21335048, 'lon': 126.8325756}",2024-10-24T14:39:24.855443,2024-10-24T14:42:56.737285,0.47043595,3.5313640333333334,,,,
vehicle.occupied_distance,1964.7375277738602,2024-10-24 14:33:41,,,,,vehicle_3,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:33:41,,,,,vehicle_3,,,,,,,,,,,,,
passenger.ride_time,237.0,2024-10-24 14:33:42,,,,,vehicle_3,,,,,,,,,,P325,,,
passenger.walk_time_from_destination_stop,24.088775510204083,2024-10-24 14:34:07,,,,,,,,,,"{'id': '345c63a9-2365-4318-bffc-96fec2a28b53', 'lat': 37.21141554, 'lon': 126.8222724}",,,,,P325,,,"{'id': '1ee00f99-ad36-45d8-b569-22606accc7e9', 'lat': 37.21203265174497, 'lon': 126.82164904454584}"
vehicle.occupied_distance,2641.2190165647116,2024-10-24 14:37:20,,,,,vehicle_4,,,,,,,,,,,,,
vehicle.stops_served,1.0,2024-10-24 14:37:20,,,,,vehicle_4,,,,,,,,,,,,,
passenger.ride_time,629.0,2024-10-24 14:37:21,,,,,vehicle_4,,,,,,,,,,P323,,,
