idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time,pickup_time,dropoff_time
277,71,33,9,8930e038a0bffff,8930e039d23ffff,126.84120297142869,37.204510749373895,126.82929516366232,37.200601210750754,2024-10-24 09:13:46,2024-10-24 09:13:46,2024-10-24 09:18:46.000000000
278,37,51,9,8930e039d0bffff,8930e038e4bffff,126.8219794715379,37.19667411552038,126.82024147134476,37.21125804694828,2024-10-24 09:14:03,2024-10-24 09:14:03,2024-10-24 09:19:03.000000000
279,32,50,9,8930e039d27ffff,8930e038e4fffff,126.83158300015786,37.20214709072178,126.82319699653036,37.21154384999155,2024-10-24 09:14:10,2024-10-24 09:14:10,2024-10-24 09:19:10.000000000
280,56,38,9,8930e038acfffff,8930e039d07ffff,126.83364437926431,37.2050173689961,126.82364779094988,37.20082595057138,2024-10-24 09:14:45,2024-10-24 09:14:45,2024-10-24 09:21:33.914127528
281,33,59,9,8930e039d23ffff,8930e038ac3ffff,126.82908116801372,37.20189130578492,126.8328232431714,37.20648956912913,2024-10-24 09:15:05,2024-10-24 09:15:05,2024-10-24 09:20:05.000000000
282,50,21,9,8930e038e4fffff,8930e039d57ffff,126.82141261970624,37.21206156498108,126.8199210224074,37.19597106111931,2024-10-24 09:15:22,2024-10-24 09:15:22,2024-10-24 09:20:22.000000000
283,34,26,9,8930e039d17ffff,8930e039d43ffff,126.823221180768,37.20279547321608,126.8177992055542,37.19364174581004,2024-10-24 09:15:24,2024-10-24 09:15:24,2024-10-24 09:20:24.000000000
284,21,38,9,8930e039d57ffff,8930e039d07ffff,126.81864848337922,37.195925878938446,126.82420657010596,37.20213627915842,2024-10-24 09:17:03,2024-10-24 09:17:03,2024-10-24 09:22:03.000000000
285,29,39,9,8930e039d33ffff,8930e039d03ffff,126.82750075571906,37.201413963232554,126.82082561989338,37.1992844683403,2024-10-24 09:17:52,2024-10-24 09:17:52,2024-10-24 09:22:52.000000000
286,60,39,9,8930e038a9bffff,8930e039d03ffff,126.83345922678645,37.21159724834834,126.8204662003694,37.20013378488047,2024-10-24 09:18:06,2024-10-24 09:18:06,2024-10-24 09:23:06.000000000
287,64,51,9,8930e038a73ffff,8930e038e4bffff,126.84373615903304,37.20397408270446,126.82062003502976,37.209810120743406,2024-10-24 09:18:08,2024-10-24 09:18:08,2024-10-24 09:23:08.000000000
288,21,38,9,8930e039d57ffff,8930e039d07ffff,126.8179844121062,37.19655993688123,126.82413277692343,37.20021408845991,2024-10-24 09:18:33,2024-10-24 09:18:33,2024-10-24 09:25:01.875838398
289,37,4,9,8930e039d0bffff,8930e039db3ffff,126.8208629935028,37.19706053904149,126.82139003130791,37.209048989218566,2024-10-24 09:18:46,2024-10-24 09:18:46,2024-10-24 09:23:46.000000000
290,33,27,9,8930e039d23ffff,8930e039d3bffff,126.82870351085916,37.201712830413214,126.8267300062222,37.1992642861363,2024-10-24 09:19:05,2024-10-24 09:19:05,2024-10-24 09:24:05.000000000
291,27,50,9,8930e039d3bffff,8930e038e4fffff,126.82673376134368,37.198777017310896,126.82143571164436,37.21214741845795,2024-10-24 09:21:57,2024-10-24 09:21:57,2024-10-24 09:28:44.663766930
292,50,37,9,8930e038e4fffff,8930e039d0bffff,126.82294570743032,37.212795641896726,126.82172653190769,37.1962304352862,2024-10-24 09:22:01,2024-10-24 09:22:01,2024-10-24 09:36:27.900333670
293,50,37,9,8930e038e4fffff,8930e039d0bffff,126.82326798091869,37.211091845344136,126.82214508532796,37.19809186662192,2024-10-24 09:22:12,2024-10-24 09:22:12,2024-10-24 09:27:12.000000000
294,50,72,9,8930e038e4fffff,8930e038367ffff,126.82256475637526,37.21063689635221,126.81201381746747,37.20597510841715,2024-10-24 09:22:21,2024-10-24 09:22:21,2024-10-24 09:31:52.438603014
295,58,37,9,8930e038ac7ffff,8930e039d0bffff,126.83545795266905,37.20948020069265,126.82168430673914,37.1982780958075,2024-10-24 09:22:50,2024-10-24 09:22:50,2024-10-24 09:27:50.000000000
296,37,21,9,8930e039d0bffff,8930e039d57ffff,126.82051088364456,37.196926319388645,126.81777458729913,37.19505694547748,2024-10-24 09:23:47,2024-10-24 09:23:47,2024-10-24 09:28:47.000000000
297,17,21,9,8930e039d77ffff,8930e039d57ffff,126.82503630354076,37.19634611966326,126.81759207953507,37.19614591277134,2024-10-24 09:24:42,2024-10-24 09:24:42,2024-10-24 09:29:42.000000000
298,23,50,9,8930e039d4fffff,8930e038e4fffff,126.82144584228092,37.19044846958153,126.82188396357884,37.212434270729425,2024-10-24 09:24:42,2024-10-24 09:24:42,2024-10-24 09:29:42.000000000
299,51,18,9,8930e038e4bffff,8930e039d73ffff,126.82097024782216,37.2105400899213,126.82458368768552,37.19526923529779,2024-10-24 09:25:14,2024-10-24 09:25:14,2024-10-24 09:30:14.000000000
300,26,17,9,8930e039d43ffff,8930e039d77ffff,126.817990915728,37.1944800727402,126.82673508467184,37.19559286972304,2024-10-24 09:26:06,2024-10-24 09:26:06,2024-10-24 09:31:06.000000000
301,70,50,9,8930e038a13ffff,8930e038e4fffff,126.83892699599552,37.20858272073258,126.82303147868306,37.2121465573409,2024-10-24 09:26:31,2024-10-24 09:26:31,2024-10-24 09:33:52.211659588
302,18,50,9,8930e039d73ffff,8930e038e4fffff,126.8234154994859,37.195067891485515,126.82277165039028,37.21072141002103,2024-10-24 09:26:33,2024-10-24 09:26:33,2024-10-24 09:36:03.635699219
303,10,37,9,8930e039d97ffff,8930e039d0bffff,126.8174670005795,37.20985549624408,126.82100584270609,37.19647964180612,2024-10-24 09:26:47,2024-10-24 09:26:47,2024-10-24 09:31:47.000000000
304,55,50,9,8930e038ad3ffff,8930e038e4fffff,126.83006796101576,37.208238545828586,126.82302974196796,37.21001249680497,2024-10-24 09:27:10,2024-10-24 09:27:10,2024-10-24 09:32:10.000000000
305,21,33,9,8930e039d57ffff,8930e039d23ffff,126.81850107389064,37.19550780135251,126.82882342501176,37.20046531009243,2024-10-24 09:27:12,2024-10-24 09:27:12,2024-10-24 09:32:12.000000000
306,7,17,9,8930e039da7ffff,8930e039d77ffff,126.82730023914912,37.20850184853039,126.82773333232316,37.19608829978033,2024-10-24 09:27:41,2024-10-24 09:27:41,2024-10-24 09:32:41.000000000
307,51,21,9,8930e038e4bffff,8930e039d57ffff,126.81819925643768,37.2103514981196,126.81840579337232,37.197454721782464,2024-10-24 09:27:50,2024-10-24 09:27:50,2024-10-24 09:32:50.000000000
308,51,21,9,8930e038e4bffff,8930e039d57ffff,126.8184331287414,37.21071503355134,126.81915423130874,37.19689652741799,2024-10-24 09:27:52,2024-10-24 09:27:52,2024-10-24 09:33:35.150473060
309,50,26,9,8930e038e4fffff,8930e039d43ffff,126.82284583908624,37.21008852241871,126.81879078859096,37.193414850537,2024-10-24 09:28:01,2024-10-24 09:28:01,2024-10-24 09:33:01.000000000
310,37,33,9,8930e039d0bffff,8930e039d23ffff,126.8198525571377,37.19773503383953,126.82979252765314,37.19928657940132,2024-10-24 09:28:43,2024-10-24 09:28:43,2024-10-24 09:33:43.000000000
311,39,50,9,8930e039d03ffff,8930e038e4fffff,126.8209356237606,37.20153828326471,126.82177134578036,37.21148540023036,2024-10-24 09:29:34,2024-10-24 09:29:34,2024-10-24 09:34:34.000000000
312,50,55,9,8930e038e4fffff,8930e038ad3ffff,126.82255323858844,37.211712845549634,126.83025479483612,37.20953699279312,2024-10-24 09:30:40,2024-10-24 09:30:40,2024-10-24 09:35:40.000000000
313,70,71,9,8930e038a13ffff,8930e038a0bffff,126.8373802179677,37.21085523154394,126.8395119991497,37.20476530039345,2024-10-24 09:30:56,2024-10-24 09:30:56,2024-10-24 09:35:56.000000000
314,50,37,9,8930e038e4fffff,8930e039d0bffff,126.82162290195696,37.21178228464847,126.82179924370392,37.196411031538105,2024-10-24 09:31:18,2024-10-24 09:31:18,2024-10-24 09:45:23.938658508
315,18,32,9,8930e039d73ffff,8930e039d27ffff,126.8248058080996,37.19605285677877,126.8323282307644,37.20062545413132,2024-10-24 09:31:23,2024-10-24 09:31:23,2024-10-24 09:36:23.000000000
316,33,10,9,8930e039d23ffff,8930e039d97ffff,126.8301444107157,37.20120186635992,126.8162848579572,37.209283696447805,2024-10-24 09:32:10,2024-10-24 09:32:10,2024-10-24 09:37:10.000000000
317,50,26,9,8930e038e4fffff,8930e039d43ffff,126.82177336610346,37.21228123064974,126.8176446518577,37.19321800044519,2024-10-24 09:32:15,2024-10-24 09:32:15,2024-10-24 09:42:23.398672673
318,18,54,9,8930e039d73ffff,8930e038ad7ffff,126.82424303721116,37.19525597748659,126.83387049535874,37.211024457186646,2024-10-24 09:32:38,2024-10-24 09:32:38,2024-10-24 09:41:53.097517700
319,39,51,9,8930e039d03ffff,8930e038e4bffff,126.82033173454056,37.1997729300744,126.8200919992139,37.20965072546807,2024-10-24 09:33:20,2024-10-24 09:33:20,2024-10-24 09:38:20.000000000
320,51,55,9,8930e038e4bffff,8930e038ad3ffff,126.81997013523264,37.21083285973312,126.8313220402541,37.209452383028065,2024-10-24 09:34:09,2024-10-24 09:34:09,2024-10-24 09:39:09.000000000
321,51,71,9,8930e038e4bffff,8930e038a0bffff,126.81971040462832,37.21024940157874,126.83908356577231,37.206001675196966,2024-10-24 09:35:27,2024-10-24 09:35:27,2024-10-24 09:47:05.554241868
322,50,60,9,8930e038e4fffff,8930e038a9bffff,126.82310770815351,37.211004399650854,126.83355542257748,37.21282429678287,2024-10-24 09:35:38,2024-10-24 09:35:38,2024-10-24 09:40:38.000000000
323,50,38,9,8930e038e4fffff,8930e039d07ffff,126.8211072046068,37.21125622386426,126.82511634556217,37.20153001663308,2024-10-24 09:36:47,2024-10-24 09:36:47,2024-10-24 09:41:47.000000000
324,23,50,9,8930e039d4fffff,8930e038e4fffff,126.82097454463806,37.19137496899615,126.82103445425946,37.21138463153586,2024-10-24 09:37:21,2024-10-24 09:37:21,2024-10-24 09:49:23.521435968
325,23,19,9,8930e039d4fffff,8930e039d67ffff,126.82084136463357,37.1917117519882,126.82777378023292,37.19551029554263,2024-10-24 09:37:57,2024-10-24 09:37:57,2024-10-24 09:42:57.000000000
326,56,56,9,8930e038acfffff,8930e038acfffff,126.83528524462044,37.20605373875268,126.83430829943528,37.20642278872946,2024-10-24 09:38:22,2024-10-24 09:38:22,2024-10-24 09:43:22.000000000
327,37,18,9,8930e039d0bffff,8930e039d73ffff,126.82169835346347,37.198391145153145,126.82268244894682,37.19605878609348,2024-10-24 09:38:53,2024-10-24 09:38:53,2024-10-24 09:43:53.000000000
328,50,48,9,8930e038e4fffff,8930e038e67ffff,126.8219440767372,37.21147798115566,126.83049814525558,37.213749354425254,2024-10-24 09:39:17,2024-10-24 09:39:17,2024-10-24 09:46:53.521993994
329,50,6,9,8930e038e4fffff,8930e039dabffff,126.82235237441814,37.21078289752727,126.82313553571328,37.204485142161715,2024-10-24 09:39:56,2024-10-24 09:39:56,2024-10-24 09:47:23.553800966
330,58,56,9,8930e038ac7ffff,8930e038acfffff,126.83379829222118,37.209032379424315,126.8355237709984,37.20422325613075,2024-10-24 09:39:57,2024-10-24 09:39:57,2024-10-24 09:50:00.224987232
331,50,39,9,8930e038e4fffff,8930e039d03ffff,126.82310620306104,37.21084052347183,126.82199989411389,37.20057484217602,2024-10-24 09:40:12,2024-10-24 09:40:12,2024-10-24 09:45:12.000000000
332,70,21,9,8930e038a13ffff,8930e039d57ffff,126.8365180430812,37.209433773241315,126.8188381031206,37.196574861665134,2024-10-24 09:40:59,2024-10-24 09:40:59,2024-10-24 09:45:59.000000000
333,50,50,9,8930e038e4fffff,8930e038e4fffff,126.8221195650803,37.210464457187875,126.82360984810369,37.21168105043602,2024-10-24 09:42:14,2024-10-24 09:42:14,2024-10-24 09:47:14.000000000
334,18,51,9,8930e039d73ffff,8930e038e4bffff,126.8234443184382,37.19616328642578,126.81977067973204,37.21154654500059,2024-10-24 09:43:06,2024-10-24 09:43:06,2024-10-24 09:52:11.593533144
335,26,48,9,8930e039d43ffff,8930e038e67ffff,126.81904820072998,37.19244754664267,126.82950969941946,37.213532301044154,2024-10-24 09:44:17,2024-10-24 09:44:17,2024-10-24 09:49:25.917373736
336,55,51,9,8930e038ad3ffff,8930e038e4bffff,126.83038369760727,37.20895153190775,126.81951410491152,37.210369616568336,2024-10-24 09:44:21,2024-10-24 09:44:21,2024-10-24 09:49:21.000000000
337,51,32,9,8930e038e4bffff,8930e039d27ffff,126.818628948188,37.20938362919934,126.83109057536024,37.20227895585161,2024-10-24 09:44:42,2024-10-24 09:44:42,2024-10-24 09:49:59.071090373
338,50,50,9,8930e038e4fffff,8930e038e4fffff,126.8230749018415,37.21136749245807,126.82188654669652,37.21168503236892,2024-10-24 09:44:44,2024-10-24 09:44:44,2024-10-24 09:49:44.000000000
339,17,50,9,8930e039d77ffff,8930e038e4fffff,126.82690995443242,37.197886575664214,126.82262707769242,37.210607652979874,2024-10-24 09:44:55,2024-10-24 09:44:55,2024-10-24 09:49:55.000000000
340,12,18,9,8930e039d8fffff,8930e039d73ffff,126.81897241473784,37.20523314593938,126.82254380233958,37.19610810379172,2024-10-24 09:45:06,2024-10-24 09:45:06,2024-10-24 09:50:06.000000000
341,51,39,9,8930e038e4bffff,8930e039d03ffff,126.819159833982,37.21172617722954,126.82096784041252,37.19981802866518,2024-10-24 09:45:32,2024-10-24 09:45:32,2024-10-24 09:50:32.000000000
342,39,21,9,8930e039d03ffff,8930e039d57ffff,126.82160255664618,37.19969718100265,126.8187221356769,37.19710595128995,2024-10-24 09:45:41,2024-10-24 09:45:41,2024-10-24 09:50:59.910667562
343,26,38,9,8930e039d43ffff,8930e039d07ffff,126.81738630651596,37.192293609991246,126.82463868144116,37.20033786978501,2024-10-24 09:45:58,2024-10-24 09:45:58,2024-10-24 09:50:58.000000000
344,64,58,9,8930e038a73ffff,8930e038ac7ffff,126.84303375344004,37.20359879662138,126.83461805947276,37.20970860429832,2024-10-24 09:46:10,2024-10-24 09:46:10,2024-10-24 09:51:10.000000000
345,55,37,9,8930e038ad3ffff,8930e039d0bffff,126.83033100020567,37.20848695760955,126.81970739433338,37.19768647289628,2024-10-24 09:46:51,2024-10-24 09:46:51,2024-10-24 09:51:51.000000000
346,21,39,9,8930e039d57ffff,8930e039d03ffff,126.8174245203804,37.19660707770892,126.82175995089858,37.20071035933249,2024-10-24 09:47:33,2024-10-24 09:47:33,2024-10-24 09:52:33.000000000
347,51,37,9,8930e038e4bffff,8930e039d0bffff,126.81949429950608,37.211677982696315,126.82217416615823,37.19627808348684,2024-10-24 09:47:58,2024-10-24 09:47:58,2024-10-24 10:00:23.409096412
348,70,26,9,8930e038a13ffff,8930e039d43ffff,126.83854497991958,37.20868584340238,126.8179658534223,37.19232052038645,2024-10-24 09:48:37,2024-10-24 09:48:37,2024-10-24 09:53:37.000000000
349,37,51,9,8930e039d0bffff,8930e038e4bffff,126.82093231812144,37.19815133392682,126.81895964412996,37.21110821265761,2024-10-24 09:48:54,2024-10-24 09:48:54,2024-10-24 09:53:54.000000000
350,70,71,9,8930e038a13ffff,8930e038a0bffff,126.83895833369334,37.21024398191494,126.8401200995222,37.20381392857868,2024-10-24 09:49:11,2024-10-24 09:49:11,2024-10-24 09:54:11.000000000
351,21,60,9,8930e039d57ffff,8930e038a9bffff,126.818102138734,37.195479562535006,126.8325393527578,37.21419345397527,2024-10-24 09:50:45,2024-10-24 09:50:45,2024-10-24 09:56:16.926838055
352,51,37,9,8930e038e4bffff,8930e039d0bffff,126.8183277887912,37.21020032382362,126.821351845906,37.197798846352065,2024-10-24 09:51:00,2024-10-24 09:51:00,2024-10-24 09:56:00.000000000
353,48,50,9,8930e038e67ffff,8930e038e4fffff,126.83067207217128,37.21345565365027,126.821457239326,37.212736062533594,2024-10-24 09:51:08,2024-10-24 09:51:08,2024-10-24 09:56:08.000000000
354,71,58,9,8930e038a0bffff,8930e038ac7ffff,126.84073638767386,37.205863311773406,126.83554784323574,37.20795045958025,2024-10-24 09:51:14,2024-10-24 09:51:14,2024-10-24 09:56:14.000000000
355,55,50,9,8930e038ad3ffff,8930e038e4fffff,126.82905817766245,37.20820107413924,126.82345944384396,37.21047097382488,2024-10-24 09:51:24,2024-10-24 09:51:24,2024-10-24 09:56:24.000000000
356,51,39,9,8930e038e4bffff,8930e039d03ffff,126.8190189455064,37.21028115061324,126.82230193365736,37.19962129034946,2024-10-24 09:51:29,2024-10-24 09:51:29,2024-10-24 09:56:29.000000000
357,38,21,9,8930e039d07ffff,8930e039d57ffff,126.8231594868162,37.20209864254516,126.81719370743912,37.19698176521926,2024-10-24 09:51:37,2024-10-24 09:51:37,2024-10-24 09:56:37.000000000
358,70,50,9,8930e038a13ffff,8930e038e4fffff,126.83740740294782,37.21081287046805,126.82281644811954,37.21019670631163,2024-10-24 09:51:52,2024-10-24 09:51:52,2024-10-24 09:56:52.000000000
359,38,72,9,8930e039d07ffff,8930e038367ffff,126.82519268747616,37.20203535412456,126.81045427423574,37.207873867402874,2024-10-24 09:52:07,2024-10-24 09:52:07,2024-10-24 09:57:07.000000000
360,56,50,9,8930e038acfffff,8930e038e4fffff,126.83542233221291,37.20658572229208,126.82290905059214,37.2116868749801,2024-10-24 09:52:14,2024-10-24 09:52:14,2024-10-24 09:59:14.015027234
361,51,50,9,8930e038e4bffff,8930e038e4fffff,126.820374182365,37.20977675478096,126.82260947902428,37.210828559637065,2024-10-24 09:52:54,2024-10-24 09:52:54,2024-10-24 09:58:06.222751632
362,54,71,9,8930e038ad7ffff,8930e038a0bffff,126.83368130076852,37.20919437602017,126.84040872899936,37.20367835702946,2024-10-24 09:53:01,2024-10-24 09:53:01,2024-10-24 09:58:43.147053484
363,50,64,9,8930e038e4fffff,8930e038a73ffff,126.822601939837,37.21092398073114,126.8421849496288,37.2036837356545,2024-10-24 09:54:11,2024-10-24 09:54:11,2024-10-24 09:59:11.000000000
364,51,56,9,8930e038e4bffff,8930e038acfffff,126.82028959435443,37.21158057467087,126.83476305505845,37.205160006427214,2024-10-24 09:54:45,2024-10-24 09:54:45,2024-10-24 09:59:45.000000000
365,51,26,9,8930e038e4bffff,8930e039d43ffff,126.82078233863972,37.21100183937396,126.81789905701298,37.192416068749615,2024-10-24 09:54:51,2024-10-24 09:54:51,2024-10-24 10:03:06.290435340
366,23,38,9,8930e039d4fffff,8930e039d07ffff,126.82170019180944,37.19099187271265,126.82317938563378,37.2018830749611,2024-10-24 09:55:46,2024-10-24 09:55:46,2024-10-24 10:00:46.000000000
367,21,72,9,8930e039d57ffff,8930e038367ffff,126.8179159623703,37.19539046425646,126.81179826335811,37.207202018984816,2024-10-24 09:55:51,2024-10-24 09:55:51,2024-10-24 10:02:15.964539270
368,37,12,9,8930e039d0bffff,8930e039d8fffff,126.82164800611038,37.19613177866041,126.81844431570546,37.204792158437805,2024-10-24 09:57:17,2024-10-24 09:57:17,2024-10-24 10:02:17.000000000
369,23,37,9,8930e039d4fffff,8930e039d0bffff,126.8202218097227,37.19253032121975,126.82137015652886,37.198373132152206,2024-10-24 09:57:17,2024-10-24 09:57:17,2024-10-24 10:02:17.000000000
370,56,32,9,8930e038acfffff,8930e039d27ffff,126.83341228765148,37.20556189337811,126.83136266294903,37.20136206946327,2024-10-24 09:57:20,2024-10-24 09:57:20,2024-10-24 10:02:20.000000000
371,38,3,9,8930e039d07ffff,8930e039db7ffff,126.82258263899472,37.20162136327319,126.82443013401576,37.20847182104942,2024-10-24 09:57:29,2024-10-24 09:57:29,2024-10-24 10:09:59.777668831
372,21,58,9,8930e039d57ffff,8930e038ac7ffff,126.81752070674705,37.19627121368045,126.83629463155094,37.20799499242278,2024-10-24 09:58:09,2024-10-24 09:58:09,2024-10-24 10:03:09.000000000
373,71,50,9,8930e038a0bffff,8930e038e4fffff,126.83864673804548,37.20479286204592,126.82258058691484,37.21059256896069,2024-10-24 09:58:33,2024-10-24 09:58:33,2024-10-24 10:06:24.856346316
374,37,50,9,8930e039d0bffff,8930e038e4fffff,126.82265716284168,37.19704165696171,126.82245215257748,37.21158007054944,2024-10-24 09:59:20,2024-10-24 09:59:20,2024-10-24 10:04:20.000000000
375,37,19,9,8930e039d0bffff,8930e039d67ffff,126.82026408372332,37.198334677053,126.82829091671884,37.1938402081128,2024-10-24 09:59:21,2024-10-24 09:59:21,2024-10-24 10:05:01.111166076
376,71,54,9,8930e038a0bffff,8930e038ad7ffff,126.84059914704716,37.20457424846455,126.83256129905226,37.21141408626893,2024-10-24 09:59:21,2024-10-24 09:59:21,2024-10-24 10:08:24.182002572
377,33,21,9,8930e039d23ffff,8930e039d57ffff,126.82902141327035,37.20133406762351,126.81760063886756,37.196718923821656,2024-10-24 09:59:30,2024-10-24 09:59:30,2024-10-24 10:04:30.000000000
378,21,33,10,8930e039d57ffff,8930e039d23ffff,126.81822529118448,37.196230811595015,126.8303316937034,37.20123937140264,2024-10-24 10:00:26,2024-10-24 10:00:26,2024-10-24 10:05:26.000000000
379,23,38,10,8930e039d4fffff,8930e039d07ffff,126.8197447878832,37.192499874356145,126.82405929993156,37.200834050139896,2024-10-24 10:01:13,2024-10-24 10:01:13,2024-10-24 10:06:13.000000000
380,71,50,10,8930e038a0bffff,8930e038e4fffff,126.83976139671395,37.20497283997613,126.82184401201432,37.21242984620476,2024-10-24 10:01:16,2024-10-24 10:01:16,2024-10-24 10:06:16.000000000
381,50,26,10,8930e038e4fffff,8930e039d43ffff,126.82148061862368,37.21044693449139,126.81744983585988,37.1944832578023,2024-10-24 10:01:45,2024-10-24 10:01:45,2024-10-24 10:06:45.000000000
382,39,50,10,8930e039d03ffff,8930e038e4fffff,126.82293439899412,37.199666559534975,126.82301641779986,37.211667526155715,2024-10-24 10:01:53,2024-10-24 10:01:53,2024-10-24 10:11:55.894830206
383,50,38,10,8930e038e4fffff,8930e039d07ffff,126.82254392365508,37.21210162326193,126.82382521794666,37.20134670576691,2024-10-24 10:02:13,2024-10-24 10:02:13,2024-10-24 10:11:03.132168136
384,71,33,10,8930e038a0bffff,8930e039d23ffff,126.8405709977224,37.20529798883785,126.829742580835,37.19937484707273,2024-10-24 10:02:15,2024-10-24 10:02:15,2024-10-24 10:07:15.000000000
385,39,26,10,8930e039d03ffff,8930e039d43ffff,126.82120293085984,37.20163597929958,126.81833461873669,37.193166161228355,2024-10-24 10:02:16,2024-10-24 10:02:16,2024-10-24 10:07:16.000000000
386,18,54,10,8930e039d73ffff,8930e038ad7ffff,126.82388910760996,37.19476970418561,126.83403532423448,37.20953086442846,2024-10-24 10:02:38,2024-10-24 10:02:38,2024-10-24 10:07:38.000000000
387,64,58,10,8930e038a73ffff,8930e038ac7ffff,126.84138204461038,37.20383256560258,126.83394012728976,37.20883544732513,2024-10-24 10:03:01,2024-10-24 10:03:01,2024-10-24 10:08:01.000000000
388,37,4,10,8930e039d0bffff,8930e039db3ffff,126.82200511321656,37.1959875539855,126.82102116596548,37.209527927869445,2024-10-24 10:03:09,2024-10-24 10:03:09,2024-10-24 10:10:18.109278240
389,70,71,10,8930e038a13ffff,8930e038a0bffff,126.83721624588672,37.209121676270186,126.8389184222813,37.20492166913169,2024-10-24 10:03:56,2024-10-24 10:03:56,2024-10-24 10:08:56.000000000
390,51,32,10,8930e038e4bffff,8930e039d27ffff,126.8205763927247,37.2107022977925,126.83202936817273,37.202847842225424,2024-10-24 10:03:59,2024-10-24 10:03:59,2024-10-24 10:12:20.455287680
391,50,60,10,8930e038e4fffff,8930e038a9bffff,126.82301502035762,37.21191514363463,126.83159762217215,37.213140512090405,2024-10-24 10:04:08,2024-10-24 10:04:08,2024-10-24 10:17:50.038363778
392,27,50,10,8930e039d3bffff,8930e038e4fffff,126.8264237774464,37.19989332066468,126.82373251872542,37.21180363573656,2024-10-24 10:04:24,2024-10-24 10:04:24,2024-10-24 10:13:57.245531057
393,50,39,10,8930e038e4fffff,8930e039d03ffff,126.8219690496735,37.21061404759196,126.82269158533116,37.20024762918602,2024-10-24 10:05:48,2024-10-24 10:05:48,2024-10-24 10:10:48.000000000
394,18,50,10,8930e039d73ffff,8930e038e4fffff,126.82477992481834,37.195296196002616,126.82135807030798,37.21119053640376,2024-10-24 10:06:43,2024-10-24 10:06:43,2024-10-24 10:11:43.000000000
395,33,21,10,8930e039d23ffff,8930e039d57ffff,126.82875037714936,37.20139962302069,126.81859850237,37.19705629638218,2024-10-24 10:06:57,2024-10-24 10:06:57,2024-10-24 10:11:57.000000000
396,38,21,10,8930e039d07ffff,8930e039d57ffff,126.82398629041502,37.20043866389757,126.81968416952438,37.195885769375565,2024-10-24 10:07:33,2024-10-24 10:07:33,2024-10-24 10:12:33.000000000
397,50,64,10,8930e038e4fffff,8930e038a73ffff,126.82227584385812,37.21087280531528,126.8427908064991,37.20373018933131,2024-10-24 10:08:28,2024-10-24 10:08:28,2024-10-24 10:14:08.042246482
398,12,18,10,8930e039d8fffff,8930e039d73ffff,126.82064042053231,37.20443144073986,126.82379987936824,37.19458571229717,2024-10-24 10:08:57,2024-10-24 10:08:57,2024-10-24 10:13:57.000000000
399,26,38,10,8930e039d43ffff,8930e039d07ffff,126.81754329839868,37.19326661466896,126.82430686778638,37.20007572664278,2024-10-24 10:09:04,2024-10-24 10:09:04,2024-10-24 10:14:04.000000000
400,51,60,10,8930e038e4bffff,8930e038a9bffff,126.82042546710066,37.21016524255936,126.83418224356122,37.21359407603255,2024-10-24 10:09:12,2024-10-24 10:09:12,2024-10-24 10:14:12.000000000
401,23,37,10,8930e039d4fffff,8930e039d0bffff,126.82167719528002,37.190907198212955,126.82040838425428,37.197654260555176,2024-10-24 10:09:42,2024-10-24 10:09:42,2024-10-24 10:14:42.000000000
402,51,21,10,8930e038e4bffff,8930e039d57ffff,126.8190680746028,37.21045624390652,126.82020862101388,37.19625528103085,2024-10-24 10:09:45,2024-10-24 10:09:45,2024-10-24 10:14:45.000000000
403,37,19,10,8930e039d0bffff,8930e039d67ffff,126.8211306292706,37.1988037517608,126.82966535447048,37.196236594357664,2024-10-24 10:10:03,2024-10-24 10:10:03,2024-10-24 10:23:40.989358650
404,55,50,10,8930e038ad3ffff,8930e038e4fffff,126.83106322541506,37.20924869320262,126.82183636005864,37.21281119487419,2024-10-24 10:10:25,2024-10-24 10:10:25,2024-10-24 10:15:25.000000000
405,50,72,10,8930e038e4fffff,8930e038367ffff,126.82252743093431,37.21141323120367,126.81148539080188,37.20751345709975,2024-10-24 10:10:37,2024-10-24 10:10:37,2024-10-24 10:15:37.000000000
406,34,21,10,8930e039d17ffff,8930e039d57ffff,126.82095681836869,37.20271081517083,126.81739694202577,37.19703919780064,2024-10-24 10:11:30,2024-10-24 10:11:30,2024-10-24 10:16:30.000000000
407,51,37,10,8930e038e4bffff,8930e039d0bffff,126.8201020352985,37.210681877640134,126.82201620093184,37.19817560009911,2024-10-24 10:11:45,2024-10-24 10:11:45,2024-10-24 10:16:45.000000000
408,51,56,10,8930e038e4bffff,8930e038acfffff,126.8188913241368,37.20950018628989,126.83369983872608,37.206486831117445,2024-10-24 10:11:50,2024-10-24 10:11:50,2024-10-24 10:16:50.000000000
409,71,58,10,8930e038a0bffff,8930e038ac7ffff,126.83948311037412,37.20369963740053,126.83562760382534,37.20890190250188,2024-10-24 10:12:34,2024-10-24 10:12:34,2024-10-24 10:17:34.000000000
410,26,70,10,8930e039d43ffff,8930e038a13ffff,126.81871261210055,37.193137564138055,126.8384484083446,37.20939387722805,2024-10-24 10:13:07,2024-10-24 10:13:07,2024-10-24 10:18:07.000000000
411,29,39,10,8930e039d33ffff,8930e039d03ffff,126.82769419221368,37.20353056336358,126.82226541189286,37.20135113780402,2024-10-24 10:13:19,2024-10-24 10:13:19,2024-10-24 10:18:19.000000000
