idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time,pickup_time,dropoff_time
1428,17,50,18,8930e039d77ffff,8930e038e4fffff,126.82599653975754,37.196312393342936,126.82128744337751,37.21152243883456,2024-10-24 18:21:32,2024-10-24 18:21:32,2024-10-24 18:33:58.747811306
1429,26,17,18,8930e039d43ffff,8930e039d77ffff,126.81847812498307,37.194651682032905,126.82677466994924,37.19635422499903,2024-10-24 18:21:52,2024-10-24 18:21:52,2024-10-24 18:26:52.000000000
1430,11,55,18,8930e039d93ffff,8930e038ad3ffff,126.81542187480665,37.20918797527934,126.8306109541342,37.208559137082055,2024-10-24 18:24:13,2024-10-24 18:24:13,2024-10-24 18:29:13.000000000
1431,37,3,18,8930e039d0bffff,8930e039db7ffff,126.82024700932116,37.19670542656827,126.8244778423852,37.21040375882287,2024-10-24 18:25:19,2024-10-24 18:25:19,2024-10-24 18:30:19.000000000
1432,18,54,18,8930e039d73ffff,8930e038ad7ffff,126.82443461816344,37.19580714416018,126.83305247403057,37.209074030620286,2024-10-24 18:25:21,2024-10-24 18:25:21,2024-10-24 18:40:36.653095992
1433,21,33,18,8930e039d57ffff,8930e039d23ffff,126.81887646475258,37.19579122983339,126.82994554504174,37.19933285585076,2024-10-24 18:26:06,2024-10-24 18:26:06,2024-10-24 18:31:49.276120428
1434,50,50,18,8930e038e4fffff,8930e038e4fffff,126.82227957543904,37.21076955437697,126.82321884047708,37.21064462510297,2024-10-24 18:26:25,2024-10-24 18:26:25,2024-10-24 18:31:25.000000000
1435,50,37,18,8930e038e4fffff,8930e039d0bffff,126.82204161945936,37.21268162428341,126.82197787535128,37.19868551269395,2024-10-24 18:26:36,2024-10-24 18:26:36,2024-10-24 18:31:36.000000000
1436,21,33,18,8930e039d57ffff,8930e039d23ffff,126.81946952716136,37.19505574047016,126.8286217152328,37.199741198219456,2024-10-24 18:26:52,2024-10-24 18:26:52,2024-10-24 18:31:52.000000000
1437,51,26,18,8930e038e4bffff,8930e039d43ffff,126.81861906673664,37.21034591056348,126.81882863120528,37.19339973874938,2024-10-24 18:27:02,2024-10-24 18:27:02,2024-10-24 18:35:53.174922338
1438,38,51,18,8930e039d07ffff,8930e038e4bffff,126.82272557832133,37.20130750134235,126.81999579011364,37.21082092354504,2024-10-24 18:27:03,2024-10-24 18:27:03,2024-10-24 18:32:03.000000000
1439,34,50,18,8930e039d17ffff,8930e038e4fffff,126.8213181427996,37.20224649811901,126.82141704245493,37.21081768757088,2024-10-24 18:27:04,2024-10-24 18:27:04,2024-10-24 18:32:04.000000000
1440,26,70,18,8930e039d43ffff,8930e038a13ffff,126.82004599545957,37.19332425989924,126.83840941568712,37.208618489714,2024-10-24 18:27:06,2024-10-24 18:27:06,2024-10-24 18:32:06.000000000
1441,18,51,18,8930e039d73ffff,8930e038e4bffff,126.8240663883253,37.19442945218624,126.81891845001992,37.20953923061393,2024-10-24 18:27:40,2024-10-24 18:27:40,2024-10-24 18:33:05.675398318
1442,70,26,18,8930e038a13ffff,8930e039d43ffff,126.8367644654543,37.20940484138306,126.81891085922028,37.19435674225889,2024-10-24 18:27:44,2024-10-24 18:27:44,2024-10-24 18:32:44.000000000
1443,50,72,18,8930e038e4fffff,8930e038367ffff,126.82335931575086,37.212406544264226,126.81112459633516,37.20752271665049,2024-10-24 18:27:48,2024-10-24 18:27:48,2024-10-24 18:36:41.287463232
1444,50,38,18,8930e038e4fffff,8930e039d07ffff,126.8215369020348,37.21288158649829,126.82433303355384,37.20188772591586,2024-10-24 18:28:02,2024-10-24 18:28:02,2024-10-24 18:33:02.000000000
1445,23,50,18,8930e039d4fffff,8930e038e4fffff,126.81945636926557,37.19141956631223,126.82246432887098,37.212539389654296,2024-10-24 18:28:31,2024-10-24 18:28:31,2024-10-24 18:33:59.674244344
1446,56,38,18,8930e038acfffff,8930e039d07ffff,126.83364789878752,37.206331290248315,126.825266654859,37.20119986987263,2024-10-24 18:28:38,2024-10-24 18:28:38,2024-10-24 18:40:16.677438716
1447,51,21,18,8930e038e4bffff,8930e039d57ffff,126.82091633374137,37.20997272481612,126.81831255214776,37.19778656925017,2024-10-24 18:28:47,2024-10-24 18:28:47,2024-10-24 18:33:47.000000000
1448,21,38,18,8930e039d57ffff,8930e039d07ffff,126.8177408408202,37.19509810167499,126.82362105905707,37.201477852201805,2024-10-24 18:28:55,2024-10-24 18:28:55,2024-10-24 18:38:08.572704106
1449,37,4,18,8930e039d0bffff,8930e039db3ffff,126.82049628746596,37.19770352724339,126.82282350382226,37.208095025586154,2024-10-24 18:29:13,2024-10-24 18:29:13,2024-10-24 18:34:13.000000000
1450,37,21,18,8930e039d0bffff,8930e039d57ffff,126.82201149254468,37.196027845075406,126.81766637570324,37.19554650847417,2024-10-24 18:29:19,2024-10-24 18:29:19,2024-10-24 18:34:19.000000000
1451,71,58,18,8930e038a0bffff,8930e038ac7ffff,126.8413348066832,37.20523121974777,126.83629036029672,37.208222643048,2024-10-24 18:29:33,2024-10-24 18:29:33,2024-10-24 18:34:33.000000000
1452,60,39,18,8930e038a9bffff,8930e039d03ffff,126.83293262849948,37.213044051984035,126.82221450269036,37.199917340578416,2024-10-24 18:30:04,2024-10-24 18:30:04,2024-10-24 18:35:04.000000000
1453,18,32,18,8930e039d73ffff,8930e039d27ffff,126.82429470860316,37.19514984242269,126.83116087080197,37.20294831372656,2024-10-24 18:30:07,2024-10-24 18:30:07,2024-10-24 18:35:07.000000000
1454,17,21,18,8930e039d77ffff,8930e039d57ffff,126.82682903374928,37.19709898436212,126.81844111364936,37.19743024551831,2024-10-24 18:30:40,2024-10-24 18:30:40,2024-10-24 18:35:40.000000000
1455,26,38,18,8930e039d43ffff,8930e039d07ffff,126.81868628008756,37.19419881963285,126.824310470503,37.20190378779568,2024-10-24 18:31:24,2024-10-24 18:31:24,2024-10-24 18:36:24.000000000
1456,50,37,18,8930e038e4fffff,8930e039d0bffff,126.82168775663482,37.21108336301611,126.8219597694759,37.19783154876439,2024-10-24 18:31:30,2024-10-24 18:31:30,2024-10-24 18:36:30.000000000
1457,51,56,18,8930e038e4bffff,8930e038acfffff,126.82034049445124,37.210996207093835,126.83491493637884,37.2048788066283,2024-10-24 18:31:31,2024-10-24 18:31:31,2024-10-24 18:40:16.508480332
1458,70,21,18,8930e038a13ffff,8930e039d57ffff,126.83781033127208,37.208325756514775,126.81877272271625,37.196622184711174,2024-10-24 18:31:39,2024-10-24 18:31:39,2024-10-24 18:40:52.093663770
1459,32,50,18,8930e039d27ffff,8930e038e4fffff,126.83131509198516,37.20322401858847,126.82308358290986,37.212696177873575,2024-10-24 18:32:28,2024-10-24 18:32:28,2024-10-24 18:37:28.000000000
1460,37,51,18,8930e039d0bffff,8930e038e4bffff,126.82123440299516,37.1962778239268,126.81932057397592,37.21010047778007,2024-10-24 18:33:02,2024-10-24 18:33:02,2024-10-24 18:38:02.000000000
1461,23,37,18,8930e039d4fffff,8930e039d0bffff,126.82177685414396,37.1921208033952,126.82263363660394,37.19742307158888,2024-10-24 18:34:20,2024-10-24 18:34:20,2024-10-24 18:47:18.502249742
1462,50,26,18,8930e038e4fffff,8930e039d43ffff,126.8211491728065,37.21194615517876,126.81892023700873,37.192489936057896,2024-10-24 18:35:11,2024-10-24 18:35:11,2024-10-24 18:40:11.000000000
1463,21,60,18,8930e039d57ffff,8930e038a9bffff,126.8186798247292,37.19522828878234,126.8321950641454,37.21423176290217,2024-10-24 18:35:32,2024-10-24 18:35:32,2024-10-24 18:40:32.000000000
1464,71,50,18,8930e038a0bffff,8930e038e4fffff,126.83979429854614,37.206091599812886,126.82380813312749,37.211448007111144,2024-10-24 18:35:36,2024-10-24 18:35:36,2024-10-24 18:40:36.000000000
1465,23,50,18,8930e039d4fffff,8930e038e4fffff,126.82136463064263,37.19102407163232,126.82251543796782,37.211629654545185,2024-10-24 18:36:02,2024-10-24 18:36:02,2024-10-24 18:41:02.000000000
1466,21,58,18,8930e039d57ffff,8930e038ac7ffff,126.81920197070691,37.196038514714395,126.83454635629457,37.20808332339859,2024-10-24 18:36:05,2024-10-24 18:36:05,2024-10-24 18:41:05.000000000
1467,50,21,18,8930e038e4fffff,8930e039d57ffff,126.82355422713754,37.21104656543436,126.8175683373835,37.19626343592178,2024-10-24 18:36:06,2024-10-24 18:36:06,2024-10-24 18:48:44.812792560
1468,56,50,18,8930e038acfffff,8930e038e4fffff,126.83438124562224,37.207088149018354,126.82233393602318,37.212565876293546,2024-10-24 18:36:49,2024-10-24 18:36:49,2024-10-24 18:41:49.000000000
1469,10,37,18,8930e039d97ffff,8930e039d0bffff,126.8169822496934,37.21013694600689,126.82070295221052,37.19675836386564,2024-10-24 18:37:31,2024-10-24 18:37:31,2024-10-24 18:42:31.000000000
1470,55,51,18,8930e038ad3ffff,8930e038e4bffff,126.8305513144704,37.20893665224708,126.81847008312766,37.20982223884522,2024-10-24 18:37:32,2024-10-24 18:37:32,2024-10-24 18:42:32.000000000
1471,21,39,18,8930e039d57ffff,8930e039d03ffff,126.81783649745108,37.196675108046136,126.82114614543671,37.200087631837825,2024-10-24 18:38:15,2024-10-24 18:38:15,2024-10-24 18:43:15.000000000
1472,21,48,18,8930e039d57ffff,8930e038e67ffff,126.818539898129,37.19543699855861,126.83031187982088,37.21403038772373,2024-10-24 18:39:01,2024-10-24 18:39:01,2024-10-24 18:49:11.538957418
1473,21,38,18,8930e039d57ffff,8930e039d07ffff,126.8180245600716,37.19710157303789,126.8242377109903,37.20258803677926,2024-10-24 18:39:29,2024-10-24 18:39:29,2024-10-24 18:44:29.000000000
1474,51,37,18,8930e038e4bffff,8930e039d0bffff,126.8198571822788,37.21145220315667,126.8210851362093,37.19707444750784,2024-10-24 18:40:22,2024-10-24 18:40:22,2024-10-24 18:45:38.161397338
1475,39,51,18,8930e039d03ffff,8930e038e4bffff,126.8212570105164,37.20023638529387,126.82010253410792,37.210392175405154,2024-10-24 18:41:48,2024-10-24 18:41:48,2024-10-24 18:46:48.000000000
1476,50,60,18,8930e038e4fffff,8930e038a9bffff,126.82221820150644,37.21289119807246,126.83201879113084,37.21395087417865,2024-10-24 18:41:59,2024-10-24 18:41:59,2024-10-24 18:46:59.000000000
1477,50,39,18,8930e038e4fffff,8930e039d03ffff,126.82262262308709,37.21021947659768,126.82109385442337,37.199636433247946,2024-10-24 18:42:07,2024-10-24 18:42:07,2024-10-24 18:49:11.381450152
1478,64,55,18,8930e038a73ffff,8930e038ad3ffff,126.84283045477078,37.20392404762046,126.82908138496023,37.20925413214234,2024-10-24 18:43:12,2024-10-24 18:43:12,2024-10-24 18:48:12.000000000
1479,23,38,18,8930e039d4fffff,8930e039d07ffff,126.8200825365625,37.19136361535525,126.82494480607087,37.20249411113259,2024-10-24 18:43:39,2024-10-24 18:43:39,2024-10-24 18:58:17.514133320
1480,37,50,18,8930e039d0bffff,8930e038e4fffff,126.82128394243384,37.19834082058449,126.82125060820238,37.21167719188754,2024-10-24 18:44:44,2024-10-24 18:44:44,2024-10-24 18:49:44.000000000
1481,39,50,18,8930e039d03ffff,8930e038e4fffff,126.82228108498342,37.19901454525253,126.82185249981828,37.21279734287989,2024-10-24 18:45:22,2024-10-24 18:45:22,2024-10-24 18:51:25.088167390
1482,50,55,18,8930e038e4fffff,8930e038ad3ffff,126.82314251521956,37.2112816246779,126.8291486008208,37.20792790180395,2024-10-24 18:45:41,2024-10-24 18:45:41,2024-10-24 18:50:41.000000000
1483,37,51,18,8930e039d0bffff,8930e038e4bffff,126.82017475618484,37.19747894060537,126.81820648259784,37.21027937371405,2024-10-24 18:45:50,2024-10-24 18:45:50,2024-10-24 18:50:50.000000000
1484,64,58,18,8930e038a73ffff,8930e038ac7ffff,126.84224927746897,37.20330025767979,126.83439447277917,37.20941051383385,2024-10-24 18:46:12,2024-10-24 18:46:12,2024-10-24 18:51:12.000000000
1485,51,39,18,8930e038e4bffff,8930e039d03ffff,126.81878709220938,37.21089159694274,126.82270944542472,37.20046670962691,2024-10-24 18:46:18,2024-10-24 18:46:18,2024-10-24 18:51:18.000000000
1486,71,33,18,8930e038a0bffff,8930e039d23ffff,126.83975364341164,37.206337337077755,126.82874112274637,37.200558629802096,2024-10-24 18:46:56,2024-10-24 18:46:56,2024-10-24 18:51:56.000000000
1487,51,37,18,8930e038e4bffff,8930e039d0bffff,126.8186347151472,37.21092942104777,126.821387324081,37.198616457800256,2024-10-24 18:46:57,2024-10-24 18:46:57,2024-10-24 18:55:53.453502444
1488,50,38,18,8930e038e4fffff,8930e039d07ffff,126.82234613182996,37.21137438282391,126.82526706185811,37.201702301254976,2024-10-24 18:47:08,2024-10-24 18:47:08,2024-10-24 18:52:08.000000000
1489,39,21,18,8930e039d03ffff,8930e039d57ffff,126.82070669188388,37.1993853578151,126.81926477364932,37.195492675823225,2024-10-24 18:48:16,2024-10-24 18:48:16,2024-10-24 18:53:16.000000000
1490,12,18,18,8930e039d8fffff,8930e039d73ffff,126.819308615273,37.204069223029784,126.82505781137507,37.19615934445595,2024-10-24 18:48:47,2024-10-24 18:48:47,2024-10-24 18:53:47.000000000
1491,39,26,18,8930e039d03ffff,8930e039d43ffff,126.82156274444162,37.19973979390793,126.81992824539716,37.19359357471567,2024-10-24 18:49:02,2024-10-24 18:49:02,2024-10-24 18:59:43.957889642
1492,51,18,18,8930e038e4bffff,8930e039d73ffff,126.81962541947983,37.21026097032837,126.824185206272,37.19460072144593,2024-10-24 18:49:15,2024-10-24 18:49:15,2024-10-24 18:54:15.000000000
1493,50,48,18,8930e038e4fffff,8930e038e67ffff,126.82309994326164,37.21270476542063,126.82953352467028,37.21375531139334,2024-10-24 18:49:23,2024-10-24 18:49:23,2024-10-24 18:54:23.000000000
1494,51,60,18,8930e038e4bffff,8930e038a9bffff,126.81884706420612,37.21126389960371,126.83141895168144,37.21316795115425,2024-10-24 18:49:46,2024-10-24 18:49:46,2024-10-24 18:55:56.170804168
1495,64,51,18,8930e038a73ffff,8930e038e4bffff,126.84312888789182,37.20365530194078,126.82054797456894,37.210308996089566,2024-10-24 18:50:11,2024-10-24 18:50:11,2024-10-24 18:55:11.000000000
1496,21,72,18,8930e039d57ffff,8930e038367ffff,126.818829010451,37.195331463960734,126.81043997043784,37.20765262697664,2024-10-24 18:51:00,2024-10-24 18:51:00,2024-10-24 18:56:00.000000000
1497,70,50,18,8930e038a13ffff,8930e038e4fffff,126.83869016913845,37.209236513667214,126.82266433656793,37.21115389700044,2024-10-24 18:52:20,2024-10-24 18:52:20,2024-10-24 18:57:20.000000000
1498,51,55,18,8930e038e4bffff,8930e038ad3ffff,126.81885370652442,37.21099318181916,126.82969896345992,37.208033583153366,2024-10-24 18:52:27,2024-10-24 18:52:27,2024-10-24 18:57:27.000000000
1499,37,51,18,8930e039d0bffff,8930e038e4bffff,126.822634748882,37.19774981805891,126.81933019954955,37.21185919043389,2024-10-24 18:52:30,2024-10-24 18:52:30,2024-10-24 18:57:30.000000000
1500,38,21,18,8930e039d07ffff,8930e039d57ffff,126.82463366044074,37.20242949309905,126.81974663737412,37.19686425513094,2024-10-24 18:53:24,2024-10-24 18:53:24,2024-10-24 18:58:24.000000000
1501,70,50,18,8930e038a13ffff,8930e038e4fffff,126.83895654726592,37.20907305087052,126.8216029119143,37.21235470005212,2024-10-24 18:53:54,2024-10-24 18:53:54,2024-10-24 18:58:54.000000000
1502,51,26,18,8930e038e4bffff,8930e039d43ffff,126.81901081500442,37.2101129197455,126.81769816476138,37.19352616624869,2024-10-24 18:54:13,2024-10-24 18:54:13,2024-10-24 19:00:27.487153336
1503,29,39,18,8930e039d33ffff,8930e039d03ffff,126.82538210828288,37.20220673399541,126.82229028624998,37.20114612826535,2024-10-24 18:55:48,2024-10-24 18:55:48,2024-10-24 19:00:48.000000000
1504,38,72,18,8930e039d07ffff,8930e038367ffff,126.82464053537656,37.20156713530159,126.810822151378,37.206170502055166,2024-10-24 18:56:48,2024-10-24 18:56:48,2024-10-24 19:04:08.174684850
1505,50,6,18,8930e038e4fffff,8930e039dabffff,126.82190157920031,37.21091730365888,126.8253409008176,37.203415405692,2024-10-24 18:56:57,2024-10-24 18:56:57,2024-10-24 19:01:57.000000000
1506,26,48,18,8930e039d43ffff,8930e038e67ffff,126.81894697796837,37.19369143074522,126.82957233833162,37.21503272153424,2024-10-24 18:56:58,2024-10-24 18:56:58,2024-10-24 19:06:52.808849644
1507,37,19,18,8930e039d0bffff,8930e039d67ffff,126.82045277616614,37.19736623772399,126.82935096349117,37.19384038533032,2024-10-24 18:57:42,2024-10-24 18:57:42,2024-10-24 19:02:42.000000000
1508,26,38,18,8930e039d43ffff,8930e039d07ffff,126.81859501008525,37.19351754239156,126.82478091169833,37.200943962855355,2024-10-24 18:57:49,2024-10-24 18:57:49,2024-10-24 19:07:26.021248732
1509,50,26,18,8930e038e4fffff,8930e039d43ffff,126.82300274377016,37.21024234263534,126.81796635081731,37.19356162366272,2024-10-24 18:58:35,2024-10-24 18:58:35,2024-10-24 19:03:35.000000000
1510,51,32,18,8930e038e4bffff,8930e039d27ffff,126.81875938600892,37.211223582546296,126.8326599890536,37.20171734005572,2024-10-24 18:59:24,2024-10-24 18:59:24,2024-10-24 19:04:24.000000000
1511,37,12,18,8930e039d0bffff,8930e039d8fffff,126.82143601208558,37.198399820200606,126.81854514199684,37.20597856044096,2024-10-24 18:59:41,2024-10-24 18:59:41,2024-10-24 19:04:41.000000000
1512,34,50,19,8930e039d17ffff,8930e038e4fffff,126.82078280860706,37.20403859951817,126.8225451262385,37.212387499707994,2024-10-24 19:00:01,2024-10-24 19:00:01,2024-10-24 19:05:01.000000000
1513,38,3,19,8930e039d07ffff,8930e039db7ffff,126.8228825119362,37.20177087916256,126.82465762642512,37.20893039614447,2024-10-24 19:00:49,2024-10-24 19:00:49,2024-10-24 19:05:49.000000000
1514,27,50,19,8930e039d3bffff,8930e038e4fffff,126.82655071784627,37.20077859478214,126.8221813898103,37.211784049048454,2024-10-24 19:01:10,2024-10-24 19:01:10,2024-10-24 19:12:41.431974501
1515,58,56,19,8930e038ac7ffff,8930e038acfffff,126.834283793133,37.208773297984024,126.8353994293412,37.205024391898974,2024-10-24 19:01:51,2024-10-24 19:01:51,2024-10-24 19:13:24.950038932
1516,21,33,19,8930e039d57ffff,8930e039d23ffff,126.81835092325916,37.19521451316401,126.82898336976372,37.20163608972953,2024-10-24 19:03:16,2024-10-24 19:03:16,2024-10-24 19:08:16.000000000
1517,51,37,19,8930e038e4bffff,8930e039d0bffff,126.81929959046774,37.209181903787865,126.82221201030794,37.196629949478414,2024-10-24 19:03:22,2024-10-24 19:03:22,2024-10-24 19:08:22.000000000
1518,10,37,19,8930e039d97ffff,8930e039d0bffff,126.8172538994484,37.20824468630974,126.8205017537023,37.19711279871381,2024-10-24 19:03:29,2024-10-24 19:03:29,2024-10-24 19:08:29.000000000
1519,7,17,19,8930e039da7ffff,8930e039d77ffff,126.82692671557862,37.209418412673486,126.82533383041802,37.196439016838255,2024-10-24 19:03:59,2024-10-24 19:03:59,2024-10-24 19:08:59.000000000
1520,37,3,19,8930e039d0bffff,8930e039db7ffff,126.82170908901448,37.19763289259274,126.8257748548574,37.210676297720696,2024-10-24 19:04:03,2024-10-24 19:04:03,2024-10-24 19:09:34.740827790
1521,34,26,19,8930e039d17ffff,8930e039d43ffff,126.82268050720924,37.20271621637774,126.81861877753336,37.19459970063841,2024-10-24 19:04:45,2024-10-24 19:04:45,2024-10-24 19:09:45.000000000
1522,17,50,19,8930e039d77ffff,8930e038e4fffff,126.82765691350951,37.1969033328974,126.82193893636476,37.21270222711001,2024-10-24 19:04:51,2024-10-24 19:04:51,2024-10-24 19:09:51.000000000
1523,33,27,19,8930e039d23ffff,8930e039d3bffff,126.8301595342528,37.19934652041616,126.82630374789866,37.19926969646288,2024-10-24 19:06:32,2024-10-24 19:06:32,2024-10-24 19:11:32.000000000
1524,55,50,19,8930e038ad3ffff,8930e038e4fffff,126.82917395864564,37.20924269694675,126.8212660564217,37.210762448812574,2024-10-24 19:06:33,2024-10-24 19:06:33,2024-10-24 19:11:52.109208810
1525,60,39,19,8930e038a9bffff,8930e039d03ffff,126.83189739227689,37.21266596419814,126.821177966389,37.200428389540605,2024-10-24 19:07:38,2024-10-24 19:07:38,2024-10-24 19:12:38.000000000
1526,60,38,19,8930e038a9bffff,8930e039d07ffff,126.83202190583116,37.21174025807368,126.82552647200224,37.2011272931082,2024-10-24 19:08:08,2024-10-24 19:08:08,2024-10-24 19:13:08.000000000
1527,51,56,19,8930e038e4bffff,8930e038acfffff,126.81822722338867,37.21068585191568,126.83556154098692,37.2044238938208,2024-10-24 19:08:36,2024-10-24 19:08:36,2024-10-24 19:14:20.284751478
1528,55,37,19,8930e038ad3ffff,8930e039d0bffff,126.82995876337928,37.21050829488899,126.82206743719637,37.196543071225655,2024-10-24 19:09:06,2024-10-24 19:09:06,2024-10-24 19:14:06.000000000
1529,21,60,19,8930e039d57ffff,8930e038a9bffff,126.81981859014404,37.19655717151912,126.83179093005388,37.21369929946186,2024-10-24 19:09:49,2024-10-24 19:09:49,2024-10-24 19:17:20.684280375
1530,37,33,19,8930e039d0bffff,8930e039d23ffff,126.82044287821368,37.19715596007638,126.82901705154116,37.20014825765696,2024-10-24 19:09:54,2024-10-24 19:09:54,2024-10-24 19:14:54.000000000
1531,38,21,19,8930e039d07ffff,8930e039d57ffff,126.82463607665058,37.2006363713657,126.81766160914972,37.1966238960359,2024-10-24 19:10:29,2024-10-24 19:10:29,2024-10-24 19:15:29.000000000
1532,54,71,19,8930e038ad7ffff,8930e038a0bffff,126.8327567344643,37.21108014179085,126.83989121468032,37.20388403311813,2024-10-24 19:10:29,2024-10-24 19:10:29,2024-10-24 19:15:29.000000000
1533,18,54,19,8930e039d73ffff,8930e038ad7ffff,126.82316228128497,37.19641577986274,126.83328068585575,37.21048366217829,2024-10-24 19:10:43,2024-10-24 19:10:43,2024-10-24 19:15:43.000000000
1534,51,18,19,8930e038e4bffff,8930e039d73ffff,126.81990317963508,37.21056004192642,126.8231378892165,37.19471299808542,2024-10-24 19:11:24,2024-10-24 19:11:24,2024-10-24 19:16:24.000000000
1535,71,54,19,8930e038a0bffff,8930e038ad7ffff,126.83913254650837,37.20523056504733,126.83150664193352,37.20968838585589,2024-10-24 19:11:30,2024-10-24 19:11:30,2024-10-24 19:26:42.312349146
1536,11,55,19,8930e039d93ffff,8930e038ad3ffff,126.81418355190073,37.20787716411864,126.8301893185183,37.20844729591553,2024-10-24 19:11:56,2024-10-24 19:11:56,2024-10-24 19:16:56.000000000
1537,50,37,19,8930e038e4fffff,8930e039d0bffff,126.82361537784172,37.21202133828711,126.82234161451468,37.19678017325917,2024-10-24 19:13:08,2024-10-24 19:13:08,2024-10-24 19:18:08.000000000
1538,21,33,19,8930e039d57ffff,8930e039d23ffff,126.81752128871294,37.19617397189177,126.82880861106972,37.20044014916396,2024-10-24 19:13:18,2024-10-24 19:13:18,2024-10-24 19:18:18.000000000
1539,38,72,19,8930e039d07ffff,8930e038367ffff,126.82364854870052,37.20254104498575,126.81085782236632,37.20860712535505,2024-10-24 19:13:43,2024-10-24 19:13:43,2024-10-24 19:18:43.000000000
1540,50,55,19,8930e038e4fffff,8930e038ad3ffff,126.8218025318656,37.211537997885216,126.82852752427728,37.209041728992574,2024-10-24 19:14:03,2024-10-24 19:14:03,2024-10-24 19:22:30.624162828
1541,50,50,19,8930e038e4fffff,8930e038e4fffff,126.82106912418718,37.21093028503712,126.82286048147624,37.21030531547586,2024-10-24 19:16:12,2024-10-24 19:16:12,2024-10-24 19:21:12.000000000
1542,51,32,19,8930e038e4bffff,8930e039d27ffff,126.82074640482809,37.20988474420418,126.8330451270285,37.20166828934383,2024-10-24 19:18:08,2024-10-24 19:18:08,2024-10-24 19:23:08.000000000
1543,21,48,19,8930e039d57ffff,8930e038e67ffff,126.81914781110407,37.196756269689374,126.8304674187646,37.214621547374485,2024-10-24 19:18:27,2024-10-24 19:18:27,2024-10-24 19:23:27.000000000
1544,70,21,19,8930e038a13ffff,8930e039d57ffff,126.83746889379,37.20847671241584,126.81952306275302,37.19560241007763,2024-10-24 19:18:37,2024-10-24 19:18:37,2024-10-24 19:26:25.185182860
1545,38,51,19,8930e039d07ffff,8930e038e4bffff,126.824121899001,37.200553317500734,126.81883608633564,37.21102531989932,2024-10-24 19:19:12,2024-10-24 19:19:12,2024-10-24 19:24:12.000000000
1546,39,51,19,8930e039d03ffff,8930e038e4bffff,126.82192112223504,37.20097533171721,126.8196472208644,37.2108561015616,2024-10-24 19:19:41,2024-10-24 19:19:41,2024-10-24 19:24:41.000000000
1547,50,21,19,8930e038e4fffff,8930e039d57ffff,126.82135436029075,37.21181342960902,126.81778864900365,37.195918933993,2024-10-24 19:19:45,2024-10-24 19:19:45,2024-10-24 19:26:59.437068930
1548,17,21,19,8930e039d77ffff,8930e039d57ffff,126.82587127576694,37.19632754017421,126.81853474011508,37.19536436373864,2024-10-24 19:20:28,2024-10-24 19:20:28,2024-10-24 19:25:28.000000000
1549,50,38,19,8930e038e4fffff,8930e039d07ffff,126.82119832576238,37.21183041076817,126.82330035654331,37.20174224751236,2024-10-24 19:20:40,2024-10-24 19:20:40,2024-10-24 19:25:40.000000000
1550,33,21,19,8930e039d23ffff,8930e039d57ffff,126.82787989471971,37.20093101371249,126.81800047822244,37.19679398378583,2024-10-24 19:21:07,2024-10-24 19:21:07,2024-10-24 19:26:07.000000000
1551,18,51,19,8930e039d73ffff,8930e038e4bffff,126.82257122947406,37.19656209433979,126.82011858390236,37.21177689982852,2024-10-24 19:21:45,2024-10-24 19:21:45,2024-10-24 19:26:45.000000000
1552,37,51,19,8930e039d0bffff,8930e038e4bffff,126.82154870092958,37.19702724504349,126.82023317600076,37.21007015437882,2024-10-24 19:24:32,2024-10-24 19:24:32,2024-10-24 19:29:32.000000000
1553,23,37,19,8930e039d4fffff,8930e039d0bffff,126.8195776094882,37.1911585650953,126.82161797160008,37.19711935168595,2024-10-24 19:24:45,2024-10-24 19:24:45,2024-10-24 19:34:54.234137478
1554,37,21,19,8930e039d0bffff,8930e039d57ffff,126.82058999912356,37.19864847625058,126.81799947248308,37.19539465209901,2024-10-24 19:25:04,2024-10-24 19:25:04,2024-10-24 19:30:04.000000000
1555,50,48,19,8930e038e4fffff,8930e038e67ffff,126.82132325903612,37.21100713644485,126.82956684761656,37.21381229438532,2024-10-24 19:25:28,2024-10-24 19:25:28,2024-10-24 19:32:46.909717540
1556,32,50,19,8930e039d27ffff,8930e038e4fffff,126.83221924520298,37.20210353857738,126.82301904233444,37.21027187589499,2024-10-24 19:25:46,2024-10-24 19:25:46,2024-10-24 19:30:46.000000000
1557,64,51,19,8930e038a73ffff,8930e038e4bffff,126.84345297301898,37.203688355983786,126.81994391860832,37.210498321431075,2024-10-24 19:26:24,2024-10-24 19:26:24,2024-10-24 19:31:24.000000000
1558,26,48,19,8930e039d43ffff,8930e038e67ffff,126.8175666775468,37.19341832720246,126.83096940282394,37.21531782533015,2024-10-24 19:27:05,2024-10-24 19:27:05,2024-10-24 19:32:05.000000000
1559,56,56,19,8930e038acfffff,8930e038acfffff,126.83546260309068,37.20585470332,126.8346213389845,37.20643397635382,2024-10-24 19:27:19,2024-10-24 19:27:19,2024-10-24 19:32:49.072969149
1560,51,21,19,8930e038e4bffff,8930e039d57ffff,126.82084488660183,37.209504626797255,126.81934972497972,37.1956885744544,2024-10-24 19:27:23,2024-10-24 19:27:23,2024-10-24 19:36:39.560106908
1561,50,60,19,8930e038e4fffff,8930e038a9bffff,126.82346147906772,37.21111998541983,126.8318437342094,37.21343579621176,2024-10-24 19:27:37,2024-10-24 19:27:37,2024-10-24 19:32:37.000000000
