idx,o_x1,o_y1,d_x2,d_y2,d_t,time,,,,,
36484,127.8733019,36.9689125,127.8728352,36.967524,15:09:00,15:08:00,,,,,
36485,127.8712233,36.9651163,127.8700508,36.9719243,15:15:00,15:10:00,,,,,
36486,127.8723675,36.97400977,127.870941,36.96377552,15:18:00,15:14:00,,,,,
36487,127.8717542,36.9737231,127.8709562,36.9638038,15:19:00,15:15:00,,,,,
36488,127.8734528,36.97354846,127.8710288,36.9638338,15:20:00,15:16:00,,,,,
36489,127.8712324,36.965073,127.8723365,36.9740137,15:25:00,15:19:00,,,,,
36490,127.8729636,36.9675525,127.8711975,36.9648152,15:22:00,15:19:00,,,,,
36491,127.8728823,36.967558,127.8711266,36.9647713,15:23:00,15:19:00,,,,,
36492,127.8728662,36.9674729,127.8711851,36.9648058,15:22:00,15:20:00,,,,,
36493,127.870843,36.9633509,127.8733852,36.9734595,15:26:00,15:20:00,,,,,
36494,127.8710041,36.96369758,127.8723608,36.97402025,15:33:00,15:27:00,,,,,
36495,127.8716093,36.96529303,127.8717104,36.96995732,15:35:00,15:27:00,,,,,
36496,127.8708319,36.96329918,127.870072,36.97192313,15:48:00,15:29:00,,,,,
36497,127.8728397,36.96750363,127.8711714,36.96480644,15:35:00,15:31:00,,,,,
36498,127.873467,36.9735193,127.870822,36.9634171,15:37:00,15:32:00,,,,,
36499,127.8710358,36.9637822,127.8717765,36.9738368,15:42:00,15:34:00,,,,,
36500,127.8722887,36.974042,127.8708956,36.963805,15:41:00,15:37:00,,,,,
36501,127.872381,36.97404591,127.8712427,36.96491248,15:43:00,15:39:00,,,,,
36502,127.8707879,36.96342273,127.8723514,36.9740646,15:46:00,15:41:00,,,,,
36503,127.8716859,36.96995904,127.8712157,36.96490094,15:47:00,15:43:00,,,,,
36504,127.8711984,36.9648816,127.873446,36.97350399,15:48:00,15:44:00,,,,,
36505,127.8711375,36.964769,127.8720397,36.9739183,16:04:00,15:59:00,,,,,
36506,127.8711402,36.9649125,127.8714127,36.9699629,16:05:00,16:03:00,,,,,
36507,127.8714649,36.96983539,127.8714062,36.96993029,16:10:00,16:04:00,,,,,
36508,127.8718011,36.9737312,127.8709293,36.9637625,16:11:00,16:06:00,,,,,
36509,127.8701749,36.968311,127.8723005,36.9740653,16:13:00,16:07:00,,,,,
36510,127.8701996,36.9683133,127.8723768,36.9740208,16:13:00,16:07:00,,,,,
36511,127.8701418,36.9682821,127.8723315,36.9740163,16:13:00,16:07:00,,,,,
36512,127.8719642,36.9710208,127.8734143,36.97352,16:20:00,16:16:00,,,,,
36513,127.8735574,36.97337277,127.870884,36.96345198,16:30:00,16:18:00,,,,,
36514,127.8723973,36.97402144,127.8700451,36.97191629,16:21:00,16:19:00,,,,,
36515,127.8718881,36.970922,127.8716694,36.9738167,16:42:00,16:20:00,,,,,
36516,127.8734224,36.9735351,127.8717335,36.9709302,16:26:00,16:24:00,,,,,
36517,127.8691469,36.9691518,127.8714358,36.96992481,16:26:00,16:24:00,,,,,
36518,127.8724036,36.974024,127.8710149,36.9638533,16:34:00,16:30:00,,,,,
36519,127.8711886,36.964993,127.8723525,36.9740977,16:39:00,16:31:00,,,,,
36520,127.8712862,36.9649588,127.8703238,36.9719737,16:37:00,16:32:00,,,,,
36521,127.8709455,36.963804,127.8717098,36.9737694,16:45:00,16:33:00,,,,,
36522,127.8723237,36.9740189,127.8712022,36.9648486,16:46:00,16:43:00,,,,,
36523,127.8723878,36.97405721,127.8711281,36.96483409,16:46:00,16:43:00,,,,,
36524,127.8723305,36.9740162,127.8711577,36.9648359,16:48:00,16:44:00,,,,,
36525,127.8701151,36.971882,127.8713065,36.9670059,16:55:00,16:46:00,,,,,
36526,127.8716753,36.9737437,127.8710942,36.9648604,16:53:00,16:47:00,,,,,
36527,127.871512,36.97363457,127.8712192,36.96487648,16:53:00,16:48:00,,,,,
36528,127.870038,36.97191975,127.8713595,36.96698946,16:54:00,16:48:00,,,,,
36529,127.8708227,36.96331528,127.8727828,36.96680513,16:53:00,16:51:00,,,,,
36530,127.8707701,36.9633698,127.8727294,36.9666968,16:53:00,16:51:00,,,,,
36531,127.870055,36.97188553,127.8712594,36.9652829,16:55:00,16:52:00,,,,,
36532,127.872392,36.97408274,127.8709028,36.96380683,16:57:00,16:53:00,,,,,
36533,127.8711395,36.9648973,127.8711683,36.9648729,16:59:00,16:54:00,,,,,
36534,127.8711497,36.9648519,127.8726796,36.9696025,17:00:00,16:55:00,,,,,
36535,127.8701471,36.96832737,127.8712652,36.96536073,16:58:00,16:56:00,,,,,
36536,127.8711057,36.96469494,127.8700925,36.97191555,17:01:00,16:56:00,,,,,
36537,127.8712596,36.9652613,127.8718065,36.97096321,17:01:00,16:58:00,,,,,
36538,127.8740562,36.96796954,127.8712319,36.96491242,17:01:00,16:58:00,,,,,
36539,127.8740409,36.96788853,127.8710781,36.96500834,17:01:00,16:58:00,,,,,
36540,127.87116,36.96480885,127.8714039,36.96999151,17:01:00,16:58:00,,,,,
36541,127.8717439,36.97090509,127.8712473,36.96968992,17:06:00,17:04:00,,,,,
36542,127.8709887,36.96339919,127.8734532,36.97354271,17:10:00,17:04:00,,,,,
36543,127.8715952,36.9699427,127.8711536,36.9649323,17:11:00,17:09:00,,,,,
36544,127.8713926,36.96992793,127.8711555,36.96497853,17:11:00,17:09:00,,,,,
36545,127.87144,36.96995158,127.8711764,36.96497809,17:12:00,17:10:00,,,,,
36546,127.8712401,36.96976614,127.8718412,36.97097507,17:13:00,17:11:00,,,,,
36547,127.871203,36.96493223,127.8712042,36.9692966,17:15:00,17:12:00,,,,,
36548,127.8727368,36.96684418,127.8727492,36.96684783,17:13:00,17:12:00,,,,,
36549,127.8711388,36.9647981,127.8700796,36.9718826,17:16:00,17:13:00,,,,,
36550,127.872756,36.96679574,127.8726934,36.96673784,17:15:00,17:13:00,,,,,
36551,127.8727509,36.96684506,127.871803,36.97382081,17:20:00,17:13:00,,,,,
36552,127.8708891,36.96380322,127.8734189,36.97353053,17:19:00,17:13:00,,,,,
36553,127.871206,36.9649262,127.8701771,36.9683048,17:17:00,17:14:00,,,,,
36554,127.8729266,36.9667424,127.8711332,36.9648863,17:23:00,17:21:00,,,,,
36555,127.8712216,36.96530507,127.8718081,36.9709716,17:26:00,17:22:00,,,,,
36556,127.8709588,36.96369753,127.8723753,36.97406858,17:40:00,17:29:00,,,,,
36557,127.871035,36.96370836,127.8723573,36.97400765,17:40:00,17:29:00,,,,,
36558,127.8733323,36.9689223,127.8717417,36.9737758,17:33:00,17:29:00,,,,,
36559,127.8712886,36.96488584,127.8728315,36.96952114,17:34:00,17:30:00,,,,,
36560,127.870023,36.9719195,127.873426,36.9735344,17:33:00,17:31:00,,,,,
36561,127.871179,36.9650031,127.8717963,36.970932,17:37:00,17:33:00,,,,,
36562,127.8712078,36.9649575,127.8718504,36.9709488,17:37:00,17:33:00,,,,,
36563,127.8713191,36.96703552,127.8717421,36.97378464,17:42:00,17:36:00,,,,,
36564,127.8719036,36.97366582,127.8709895,36.96377883,17:42:00,17:36:00,,,,,
36565,127.8712376,36.9649307,127.873379,36.9735219,17:42:00,17:37:00,,,,,
36566,127.8733877,36.96907712,127.8712051,36.96497475,17:42:00,17:39:00,,,,,
36567,127.870132,36.96837908,127.8733545,36.97355316,17:43:00,17:39:00,,,,,
36568,127.8732168,36.96890257,127.8711787,36.96498833,17:42:00,17:39:00,,,,,
36569,127.8722781,36.9740051,127.871178,36.9647803,17:48:00,17:42:00,,,,,
36570,127.8708606,36.9633661,127.8727236,36.9668148,17:44:00,17:42:00,,,,,
36571,127.8712086,36.96502355,127.8711754,36.96493109,17:56:00,17:42:00,,,,,
36572,127.8734586,36.97342923,127.8712107,36.96510898,17:52:00,17:48:00,,,,,
36573,127.8733517,36.9734967,127.8701024,36.9718792,17:53:00,17:51:00,,,,,
36574,127.870921,36.9637158,127.8700253,36.9683585,17:56:00,17:53:00,,,,,
36575,127.8717906,36.97092772,127.870826,36.96337828,17:58:00,17:53:00,,,,,
36576,127.8708986,36.96337815,127.8717346,36.97388242,18:01:00,17:55:00,,,,,
36577,127.8724622,36.9740388,127.8712635,36.9651653,18:02:00,17:57:00,,,,,
36578,127.8717033,36.97373972,127.8712572,36.96513564,18:01:00,17:57:00,,,,,
36579,127.8717659,36.97378013,127.8712196,36.96511106,18:02:00,17:58:00,,,,,
36580,127.8709857,36.9637574,127.8712265,36.965214,18:00:00,17:59:00,,,,,
36581,127.8734545,36.9735222,127.8710962,36.9647514,18:10:00,18:04:00,,,,,
36582,127.8714836,36.96991322,127.8723679,36.97404071,18:07:00,18:04:00,,,,,
36583,127.8712586,36.9651327,127.8734453,36.9735289,18:10:00,18:06:00,,,,,
36584,127.8701925,36.96828464,127.8734418,36.97358972,18:10:00,18:06:00,,,,,
36585,127.8733319,36.97351639,127.8711867,36.96513965,18:10:00,18:06:00,,,,,
36586,127.8735508,36.9734646,127.8711693,36.96516178,18:11:00,18:07:00,,,,,
36587,127.8733992,36.9735443,127.8711997,36.96515074,18:13:00,18:10:00,,,,,
36588,127.8723817,36.9740559,127.8711886,36.9647168,18:19:00,18:12:00,,,,,
36589,127.8700484,36.97190069,127.8713277,36.96516573,18:28:00,18:14:00,,,,,
36590,127.8734336,36.9734921,127.8711059,36.9647912,18:19:00,18:14:00,,,,,
36591,127.8717589,36.97384759,127.8712819,36.96517851,18:28:00,18:16:00,,,,,
36592,127.8710521,36.9637779,127.8727499,36.96682852,18:26:00,18:17:00,,,,,
36593,127.8700554,36.971915,127.8712429,36.9651606,18:22:00,18:19:00,,,,,
36594,127.8718846,36.9709724,127.8709213,36.96379643,18:27:00,18:23:00,,,,,
36595,127.8712135,36.96494117,127.8723607,36.97399586,18:29:00,18:23:00,,,,,
36596,127.8711623,36.96489443,127.8728579,36.96754124,18:27:00,18:24:00,,,,,
36597,127.8700583,36.97189646,127.8712429,36.96521787,18:32:00,18:29:00,,,,,
36598,127.8716974,36.97078854,127.871298,36.96512587,18:33:00,18:30:00,,,,,
36599,127.8717797,36.9708835,127.8712098,36.9651733,18:33:00,18:30:00,,,,,
36600,127.8717865,36.9708317,127.8712554,36.9651747,18:33:00,18:30:00,,,,,
36601,127.872391,36.9740351,127.8714089,36.9699255,18:33:00,18:31:00,,,,,
36602,127.8713266,36.96515992,127.8701727,36.96828017,18:47:00,18:38:00,,,,,
36603,127.8714158,36.96520128,127.8701601,36.96827822,18:48:00,18:38:00,,,,,
36604,127.8714545,36.96991861,127.8711625,36.96515396,18:42:00,18:39:00,,,,,
36605,127.8710617,36.9635238,127.8713667,36.9697932,18:43:00,18:40:00,,,,,
36606,127.8713831,36.9651573,127.8717726,36.9709446,18:51:00,18:48:00,,,,,
36607,127.8727391,36.96953339,127.8701322,36.96829856,18:53:00,18:51:00,,,,,
36608,127.8711742,36.96485627,127.8701419,36.96831329,18:56:00,18:53:00,,,,,
36609,127.8712357,36.96482554,127.8700772,36.96835761,18:56:00,18:53:00,,,,,
36610,127.8711822,36.96473673,127.8717719,36.97094307,18:58:00,18:53:00,,,,,
36611,127.8717564,36.970867,127.870782,36.9635647,18:58:00,18:54:00,,,,,
36612,127.8712679,36.9651667,127.8718186,36.9707705,19:02:00,18:56:00,,,,,
36613,127.8711694,36.9651442,127.8724049,36.9740459,19:01:00,18:56:00,,,,,
36614,127.8712151,36.96511206,127.8717638,36.97381082,19:01:00,18:56:00,,,,,
36615,127.8714009,36.969767,127.8712597,36.9652259,18:59:00,18:57:00,,,,,
36616,127.8728028,36.9667792,127.8718112,36.9709208,19:00:00,18:57:00,,,,,
36617,127.8710863,36.969373,127.8712545,36.9648543,19:02:00,18:59:00,,,,,
36618,127.8713334,36.9650336,127.869072,36.969096,19:23:00,19:02:00,,,,,
36619,127.8724192,36.9740356,127.8708565,36.9634009,19:12:00,19:06:00,,,,,
36620,127.8717749,36.9737968,127.8707819,36.9634341,19:12:00,19:06:00,,,,,
36621,127.8712116,36.96517811,127.8718175,36.97097239,19:11:00,19:08:00,,,,,
36622,127.8700026,36.9683375,127.8709678,36.9637578,19:12:00,19:09:00,,,,,
36623,127.8713891,36.9651355,127.8724317,36.9740414,19:15:00,19:10:00,,,,,
36624,127.8701148,36.9683349,127.8708774,36.9636456,19:13:00,19:10:00,,,,,
36625,127.8718233,36.9709176,127.8716602,36.9706164,19:17:00,19:13:00,,,,,
36626,127.8708633,36.9632847,127.8733936,36.9735319,19:19:00,19:14:00,,,,,
36627,127.8708971,36.96334106,127.8717844,36.9739039,19:20:00,19:14:00,,,,,
